cause,age,month,dead
Underlying cause of death C00-C97,60,2015-01,5777
Underlying cause of death C00-C97,60,2015-02,5089
Underlying cause of death C00-C97,60,2015-03,5717
Underlying cause of death C00-C97,60,2015-04,5338
Underlying cause of death C00-C97,60,2015-05,5492
Underlying cause of death C00-C97,60,2015-06,5372
Underlying cause of death C00-C97,60,2015-07,5511
Underlying cause of death C00-C97,60,2015-08,5587
Underlying cause of death C00-C97,60,2015-09,5431
Underlying cause of death C00-C97,60,2015-10,5664
Underlying cause of death C00-C97,60,2015-11,5418
Underlying cause of death C00-C97,60,2015-12,5580
Underlying cause of death C00-C97,60,2016-01,5818
Underlying cause of death C00-C97,60,2016-02,5289
Underlying cause of death C00-C97,60,2016-03,5918
Underlying cause of death C00-C97,60,2016-04,5426
Underlying cause of death C00-C97,60,2016-05,5451
Underlying cause of death C00-C97,60,2016-06,5501
Underlying cause of death C00-C97,60,2016-07,5722
Underlying cause of death C00-C97,60,2016-08,5715
Underlying cause of death C00-C97,60,2016-09,5460
Underlying cause of death C00-C97,60,2016-10,5667
Underlying cause of death C00-C97,60,2016-11,5491
Underlying cause of death C00-C97,60,2016-12,5727
Underlying cause of death C00-C97,60,2017-01,5763
Underlying cause of death C00-C97,60,2017-02,5188
Underlying cause of death C00-C97,60,2017-03,5736
Underlying cause of death C00-C97,60,2017-04,5387
Underlying cause of death C00-C97,60,2017-05,5542
Underlying cause of death C00-C97,60,2017-06,5502
Underlying cause of death C00-C97,60,2017-07,5621
Underlying cause of death C00-C97,60,2017-08,5617
Underlying cause of death C00-C97,60,2017-09,5550
Underlying cause of death C00-C97,60,2017-10,5862
Underlying cause of death C00-C97,60,2017-11,5602
Underlying cause of death C00-C97,60,2017-12,5794
Underlying cause of death C00-C97,60,2018-01,5862
Underlying cause of death C00-C97,60,2018-02,5094
Underlying cause of death C00-C97,60,2018-03,5796
Underlying cause of death C00-C97,60,2018-04,5643
Underlying cause of death C00-C97,60,2018-05,5603
Underlying cause of death C00-C97,60,2018-06,5589
Underlying cause of death C00-C97,60,2018-07,5658
Underlying cause of death C00-C97,60,2018-08,5719
Underlying cause of death C00-C97,60,2018-09,5457
Underlying cause of death C00-C97,60,2018-10,5673
Underlying cause of death C00-C97,60,2018-11,5540
Underlying cause of death C00-C97,60,2018-12,5710
Underlying cause of death C00-C97,60,2019-01,5927
Underlying cause of death C00-C97,60,2019-02,5219
Underlying cause of death C00-C97,60,2019-03,5784
Underlying cause of death C00-C97,60,2019-04,5471
Underlying cause of death C00-C97,60,2019-05,5750
Underlying cause of death C00-C97,60,2019-06,5536
Underlying cause of death C00-C97,60,2019-07,5626
Underlying cause of death C00-C97,60,2019-08,5628
Underlying cause of death C00-C97,60,2019-09,5387
Underlying cause of death C00-C97,60,2019-10,5782
Underlying cause of death C00-C97,60,2019-11,5611
Underlying cause of death C00-C97,60,2019-12,5672
Underlying cause of death C00-C97,60,2020-01,5891
Underlying cause of death C00-C97,60,2020-02,5452
Underlying cause of death C00-C97,60,2020-03,5695
Underlying cause of death C00-C97,60,2020-04,5524
Underlying cause of death C00-C97,60,2020-05,5648
Underlying cause of death C00-C97,60,2020-06,5263
Underlying cause of death C00-C97,60,2020-07,5659
Underlying cause of death C00-C97,60,2020-08,5752
Underlying cause of death C00-C97,60,2020-09,5532
Underlying cause of death C00-C97,60,2020-10,5697
Underlying cause of death C00-C97,60,2020-11,5487
Underlying cause of death C00-C97,60,2020-12,5835
Underlying cause of death C00-C97,60,2021-01,5768
Underlying cause of death C00-C97,60,2021-02,5093
Underlying cause of death C00-C97,60,2021-03,5597
Underlying cause of death C00-C97,60,2021-04,5399
Underlying cause of death C00-C97,60,2021-05,5727
Underlying cause of death C00-C97,60,2021-06,5522
Underlying cause of death C00-C97,60,2021-07,5603
Underlying cause of death C00-C97,60,2021-08,5809
Underlying cause of death C00-C97,60,2021-09,5529
Underlying cause of death C00-C97,60,2021-10,5668
Underlying cause of death C00-C97,60,2021-11,5585
Underlying cause of death C00-C97,60,2021-12,5703
Underlying cause of death C00-C97,60,2022-01,5757
Underlying cause of death C00-C97,60,2022-02,5058
Underlying cause of death C00-C97,60,2022-03,5640
Underlying cause of death C00-C97,60,2022-04,5423
Underlying cause of death C00-C97,60,2022-05,5459
Underlying cause of death C00-C97,60,2022-06,5421
Underlying cause of death C00-C97,60,2022-07,5628
Underlying cause of death C00-C97,60,2022-08,5600
Underlying cause of death C00-C97,60,2022-09,5338
Underlying cause of death C00-C97,60,2022-10,5572
Underlying cause of death C00-C97,60,2022-11,5453
Underlying cause of death C00-C97,60,2022-12,5632
Underlying cause of death C00-C97,60,2023-01,5563
Underlying cause of death C00-C97,60,2023-02,5062
Underlying cause of death C00-C97,60,2023-03,5564
Underlying cause of death C00-C97,60,2023-04,5227
Underlying cause of death C00-C97,60,2023-05,5412
Underlying cause of death C00-C97,60,2023-06,5267
Underlying cause of death C00-C97,60,2023-07,5448
Underlying cause of death C00-C97,60,2023-08,5543
Underlying cause of death C00-C97,60,2023-09,5302
Underlying cause of death C00-C97,60,2023-10,5423
Underlying cause of death C00-C97,60,2023-11,5219
Underlying cause of death C00-C97,60,2023-12,5427
Underlying cause of death C00-C97,60,2024-01,5535
Underlying cause of death C00-C97,60,2024-02,5167
Underlying cause of death C00-C97,60,2024-03,5337
Underlying cause of death C00-C97,60,2024-04,5009
Underlying cause of death C00-C97,60,2024-05,5113
Underlying cause of death C00-C97,60,2024-06,5024
Underlying cause of death C00-C97,60,2024-07,5041
Underlying cause of death C00-C97,60,2024-08,4911
Underlying cause of death C00-C97,60,2024-09,748
Underlying cause of death C00-C97,65,1999-01,5829
Underlying cause of death C00-C97,65,1999-02,5392
Underlying cause of death C00-C97,65,1999-03,5778
Underlying cause of death C00-C97,65,1999-04,5323
Underlying cause of death C00-C97,65,1999-05,5484
Underlying cause of death C00-C97,65,1999-06,5418
Underlying cause of death C00-C97,65,1999-07,5511
Underlying cause of death C00-C97,65,1999-08,5583
Underlying cause of death C00-C97,65,1999-09,5461
Underlying cause of death C00-C97,65,1999-10,5713
Underlying cause of death C00-C97,65,1999-11,5446
Underlying cause of death C00-C97,65,1999-12,5876
Underlying cause of death C00-C97,65,2000-01,5797
Underlying cause of death C00-C97,65,2000-02,5275
Underlying cause of death C00-C97,65,2000-03,5499
Underlying cause of death C00-C97,65,2000-04,5393
Underlying cause of death C00-C97,65,2000-05,5540
Underlying cause of death C00-C97,65,2000-06,5420
Underlying cause of death C00-C97,65,2000-07,5422
Underlying cause of death C00-C97,65,2000-08,5566
Underlying cause of death C00-C97,65,2000-09,5523
Underlying cause of death C00-C97,65,2000-10,5562
Underlying cause of death C00-C97,65,2000-11,5465
Underlying cause of death C00-C97,65,2000-12,5381
Underlying cause of death C00-C97,65,2001-01,5523
Underlying cause of death C00-C97,65,2001-02,4955
Underlying cause of death C00-C97,65,2001-03,5505
Underlying cause of death C00-C97,65,2001-04,5279
Underlying cause of death C00-C97,65,2001-05,5427
Underlying cause of death C00-C97,65,2001-06,5203
Underlying cause of death C00-C97,65,2001-07,5351
Underlying cause of death C00-C97,65,2001-08,5445
Underlying cause of death C00-C97,65,2001-09,5274
Underlying cause of death C00-C97,65,2001-10,5374
Underlying cause of death C00-C97,65,2001-11,5363
Underlying cause of death C00-C97,65,2001-12,5473
Underlying cause of death C00-C97,65,2002-01,5487
Underlying cause of death C00-C97,65,2002-02,5098
Underlying cause of death C00-C97,65,2002-03,5491
Underlying cause of death C00-C97,65,2002-04,5133
Underlying cause of death C00-C97,65,2002-05,5408
Underlying cause of death C00-C97,65,2002-06,5172
Underlying cause of death C00-C97,65,2002-07,5169
Underlying cause of death C00-C97,65,2002-08,5329
Underlying cause of death C00-C97,65,2002-09,5213
Underlying cause of death C00-C97,65,2002-10,5411
Underlying cause of death C00-C97,65,2002-11,5172
Underlying cause of death C00-C97,65,2002-12,5515
Underlying cause of death C00-C97,65,2003-01,5307
Underlying cause of death C00-C97,65,2003-02,4791
Underlying cause of death C00-C97,65,2003-03,5373
Underlying cause of death C00-C97,65,2003-04,5116
Underlying cause of death C00-C97,65,2003-05,5296
Underlying cause of death C00-C97,65,2003-06,5085
Underlying cause of death C00-C97,65,2003-07,5284
Underlying cause of death C00-C97,65,2003-08,5412
Underlying cause of death C00-C97,65,2003-09,5114
Underlying cause of death C00-C97,65,2003-10,5510
Underlying cause of death C00-C97,65,2003-11,5299
Underlying cause of death C00-C97,65,2003-12,5554
Underlying cause of death C00-C97,65,2004-01,5588
Underlying cause of death C00-C97,65,2004-02,5269
Underlying cause of death C00-C97,65,2004-03,5638
Underlying cause of death C00-C97,65,2004-04,5068
Underlying cause of death C00-C97,65,2004-05,5337
Underlying cause of death C00-C97,65,2004-06,5000
Underlying cause of death C00-C97,65,2004-07,5228
Underlying cause of death C00-C97,65,2004-08,5273
Underlying cause of death C00-C97,65,2004-09,5141
Underlying cause of death C00-C97,65,2004-10,5388
Underlying cause of death C00-C97,65,2004-11,5205
Underlying cause of death C00-C97,65,2004-12,5368
Underlying cause of death C00-C97,65,2005-01,5505
Underlying cause of death C00-C97,65,2005-02,4975
Underlying cause of death C00-C97,65,2005-03,5456
Underlying cause of death C00-C97,65,2005-04,5154
Underlying cause of death C00-C97,65,2005-05,5238
Underlying cause of death C00-C97,65,2005-06,5074
Underlying cause of death C00-C97,65,2005-07,5227
Underlying cause of death C00-C97,65,2005-08,5277
Underlying cause of death C00-C97,65,2005-09,5165
Underlying cause of death C00-C97,65,2005-10,5296
Underlying cause of death C00-C97,65,2005-11,5175
Underlying cause of death C00-C97,65,2005-12,5494
Underlying cause of death C00-C97,65,2006-01,5459
Underlying cause of death C00-C97,65,2006-02,5063
Underlying cause of death C00-C97,65,2006-03,5442
Underlying cause of death C00-C97,65,2006-04,5206
Underlying cause of death C00-C97,65,2006-05,5399
Underlying cause of death C00-C97,65,2006-06,5099
Underlying cause of death C00-C97,65,2006-07,5347
Underlying cause of death C00-C97,65,2006-08,5405
Underlying cause of death C00-C97,65,2006-09,5325
Underlying cause of death C00-C97,65,2006-10,5388
Underlying cause of death C00-C97,65,2006-11,5240
Underlying cause of death C00-C97,65,2006-12,5447
Underlying cause of death C00-C97,65,2007-01,5647
Underlying cause of death C00-C97,65,2007-02,5116
Underlying cause of death C00-C97,65,2007-03,5469
Underlying cause of death C00-C97,65,2007-04,5305
Underlying cause of death C00-C97,65,2007-05,5474
Underlying cause of death C00-C97,65,2007-06,5354
Underlying cause of death C00-C97,65,2007-07,5397
Underlying cause of death C00-C97,65,2007-08,5747
Underlying cause of death C00-C97,65,2007-09,5260
Underlying cause of death C00-C97,65,2007-10,5624
Underlying cause of death C00-C97,65,2007-11,5433
Underlying cause of death C00-C97,65,2007-12,5798
Underlying cause of death C00-C97,65,2008-01,5824
Underlying cause of death C00-C97,65,2008-02,5378
Underlying cause of death C00-C97,65,2008-03,5680
Underlying cause of death C00-C97,65,2008-04,5403
Underlying cause of death C00-C97,65,2008-05,5774
Underlying cause of death C00-C97,65,2008-06,5498
Underlying cause of death C00-C97,65,2008-07,5700
Underlying cause of death C00-C97,65,2008-08,5667
Underlying cause of death C00-C97,65,2008-09,5686
Underlying cause of death C00-C97,65,2008-10,5717
Underlying cause of death C00-C97,65,2008-11,5663
Underlying cause of death C00-C97,65,2008-12,6060
Underlying cause of death C00-C97,65,2009-01,5825
Underlying cause of death C00-C97,65,2009-02,5362
Underlying cause of death C00-C97,65,2009-03,5779
Underlying cause of death C00-C97,65,2009-04,5694
Underlying cause of death C00-C97,65,2009-05,5621
Underlying cause of death C00-C97,65,2009-06,5497
Underlying cause of death C00-C97,65,2009-07,5840
Underlying cause of death C00-C97,65,2009-08,5822
Underlying cause of death C00-C97,65,2009-09,5591
Underlying cause of death C00-C97,65,2009-10,6050
Underlying cause of death C00-C97,65,2009-11,5704
Underlying cause of death C00-C97,65,2009-12,5941
Underlying cause of death C00-C97,65,2010-01,5992
Underlying cause of death C00-C97,65,2010-02,5449
Underlying cause of death C00-C97,65,2010-03,6027
Underlying cause of death C00-C97,65,2010-04,5666
Underlying cause of death C00-C97,65,2010-05,5957
Underlying cause of death C00-C97,65,2010-06,5770
Underlying cause of death C00-C97,65,2010-07,6108
Underlying cause of death C00-C97,65,2010-08,5982
Underlying cause of death C00-C97,65,2010-09,5694
Underlying cause of death C00-C97,65,2010-10,5962
Underlying cause of death C00-C97,65,2010-11,5841
Underlying cause of death C00-C97,65,2010-12,6041
Underlying cause of death C00-C97,65,2011-01,6028
Underlying cause of death C00-C97,65,2011-02,5510
Underlying cause of death C00-C97,65,2011-03,6037
Underlying cause of death C00-C97,65,2011-04,5685
Underlying cause of death C00-C97,65,2011-05,5893
Underlying cause of death C00-C97,65,2011-06,5650
Underlying cause of death C00-C97,65,2011-07,5758
Underlying cause of death C00-C97,65,2011-08,5960
Underlying cause of death C00-C97,65,2011-09,5839
Underlying cause of death C00-C97,65,2011-10,6080
Underlying cause of death C00-C97,65,2011-11,5959
Underlying cause of death C00-C97,65,2011-12,6180
Underlying cause of death C00-C97,65,2012-01,6319
Underlying cause of death C00-C97,65,2012-02,5796
Underlying cause of death C00-C97,65,2012-03,6219
Underlying cause of death C00-C97,65,2012-04,6058
Underlying cause of death C00-C97,65,2012-05,6151
Underlying cause of death C00-C97,65,2012-06,6051
Underlying cause of death C00-C97,65,2012-07,6277
Underlying cause of death C00-C97,65,2012-08,6389
Underlying cause of death C00-C97,65,2012-09,6194
Underlying cause of death C00-C97,65,2012-10,6374
Underlying cause of death C00-C97,65,2012-11,6226
Underlying cause of death C00-C97,65,2012-12,6565
Underlying cause of death C00-C97,65,2013-01,6666
Underlying cause of death C00-C97,65,2013-02,5882
Underlying cause of death C00-C97,65,2013-03,6470
Underlying cause of death C00-C97,65,2013-04,6233
Underlying cause of death C00-C97,65,2013-05,6341
Underlying cause of death C00-C97,65,2013-06,6193
Underlying cause of death C00-C97,65,2013-07,6459
Underlying cause of death C00-C97,65,2013-08,6331
Underlying cause of death C00-C97,65,2013-09,6157
Underlying cause of death C00-C97,65,2013-10,6473
Underlying cause of death C00-C97,65,2013-11,6308
Underlying cause of death C00-C97,65,2013-12,6529
Underlying cause of death C00-C97,65,2014-01,6716
Underlying cause of death C00-C97,65,2014-02,5942
Underlying cause of death C00-C97,65,2014-03,6592
Underlying cause of death C00-C97,65,2014-04,6480
Underlying cause of death C00-C97,65,2014-05,6575
Underlying cause of death C00-C97,65,2014-06,6411
Underlying cause of death C00-C97,65,2014-07,6556
Underlying cause of death C00-C97,65,2014-08,6335
Underlying cause of death C00-C97,65,2014-09,6335
Underlying cause of death C00-C97,65,2014-10,6677
Underlying cause of death C00-C97,65,2014-11,6520
Underlying cause of death C00-C97,65,2014-12,6756
Underlying cause of death C00-C97,65,2015-01,6877
Underlying cause of death C00-C97,65,2015-02,6210
Underlying cause of death C00-C97,65,2015-03,6915
Underlying cause of death C00-C97,65,2015-04,6637
Underlying cause of death C00-C97,65,2015-05,6684
Underlying cause of death C00-C97,65,2015-06,6551
Underlying cause of death C00-C97,65,2015-07,6802
Underlying cause of death C00-C97,65,2015-08,6848
Underlying cause of death C00-C97,65,2015-09,6638
Underlying cause of death C00-C97,65,2015-10,6848
Underlying cause of death C00-C97,65,2015-11,6634
Underlying cause of death C00-C97,65,2015-12,7039
Underlying cause of death C00-C97,65,2016-01,6965
Underlying cause of death C00-C97,65,2016-02,6692
Underlying cause of death C00-C97,65,2016-03,7255
Underlying cause of death C00-C97,65,2016-04,6793
Underlying cause of death C00-C97,65,2016-05,6978
Underlying cause of death C00-C97,65,2016-06,6656
Underlying cause of death C00-C97,65,2016-07,6802
Underlying cause of death C00-C97,65,2016-08,7109
Underlying cause of death C00-C97,65,2016-09,6715
Underlying cause of death C00-C97,65,2016-10,6932
Underlying cause of death C00-C97,65,2016-11,6784
Underlying cause of death C00-C97,65,2016-12,7064
Underlying cause of death C00-C97,65,2017-01,7036
Underlying cause of death C00-C97,65,2017-02,6330
Underlying cause of death C00-C97,65,2017-03,7040
Underlying cause of death C00-C97,65,2017-04,6711
Underlying cause of death C00-C97,65,2017-05,6785
Underlying cause of death C00-C97,65,2017-06,6565
Underlying cause of death C00-C97,65,2017-07,7070
Underlying cause of death C00-C97,65,2017-08,6873
Underlying cause of death C00-C97,65,2017-09,6627
Underlying cause of death C00-C97,65,2017-10,6848
Underlying cause of death C00-C97,65,2017-11,6692
Underlying cause of death C00-C97,65,2017-12,7029
Underlying cause of death C00-C97,65,2018-01,7103
Underlying cause of death C00-C97,65,2018-02,6226
Underlying cause of death C00-C97,65,2018-03,6862
Underlying cause of death C00-C97,65,2018-04,6638
Underlying cause of death C00-C97,65,2018-05,6742
Underlying cause of death C00-C97,65,2018-06,6495
Underlying cause of death C00-C97,65,2018-07,6747
Underlying cause of death C00-C97,65,2018-08,6807
Underlying cause of death C00-C97,65,2018-09,6594
Underlying cause of death C00-C97,65,2018-10,6914
Underlying cause of death C00-C97,65,2018-11,6619
Underlying cause of death C00-C97,65,2018-12,6844
Underlying cause of death C00-C97,65,2019-01,6979
Underlying cause of death C00-C97,65,2019-02,6280
Underlying cause of death C00-C97,65,2019-03,6937
Underlying cause of death C00-C97,65,2019-04,6598
Underlying cause of death C00-C97,65,2019-05,6925
Underlying cause of death C00-C97,65,2019-06,6519
Underlying cause of death C00-C97,65,2019-07,6886
Underlying cause of death C00-C97,65,2019-08,6855
Underlying cause of death C00-C97,65,2019-09,6557
Underlying cause of death C00-C97,65,2019-10,6874
Underlying cause of death C00-C97,65,2019-11,6635
Underlying cause of death C00-C97,65,2019-12,6822
Underlying cause of death C00-C97,65,2020-01,7095
Underlying cause of death C00-C97,65,2020-02,6555
Underlying cause of death C00-C97,65,2020-03,7047
Underlying cause of death C00-C97,65,2020-04,6637
Underlying cause of death C00-C97,65,2020-05,6703
Underlying cause of death C00-C97,65,2020-06,6586
Underlying cause of death C00-C97,65,2020-07,6901
Underlying cause of death C00-C97,65,2020-08,6976
Underlying cause of death C00-C97,65,2020-09,6634
Underlying cause of death C00-C97,65,2020-10,7070
Underlying cause of death C00-C97,65,2020-11,6704
Underlying cause of death C00-C97,65,2020-12,7043
Underlying cause of death C00-C97,65,2021-01,7092
Underlying cause of death C00-C97,65,2021-02,6367
Underlying cause of death C00-C97,65,2021-03,6931
Underlying cause of death C00-C97,65,2021-04,6621
Underlying cause of death C00-C97,65,2021-05,7021
Underlying cause of death C00-C97,65,2021-06,6850
Underlying cause of death C00-C97,65,2021-07,7045
Underlying cause of death C00-C97,65,2021-08,7214
Underlying cause of death C00-C97,65,2021-09,6826
Underlying cause of death C00-C97,65,2021-10,7199
Underlying cause of death C00-C97,65,2021-11,6907
Underlying cause of death C00-C97,65,2021-12,7220
Underlying cause of death C00-C97,65,2022-01,7280
Underlying cause of death C00-C97,65,2022-02,6390
Underlying cause of death C00-C97,65,2022-03,6977
Underlying cause of death C00-C97,65,2022-04,6710
Underlying cause of death C00-C97,65,2022-05,7088
Underlying cause of death C00-C97,65,2022-06,6836
Underlying cause of death C00-C97,65,2022-07,7101
Underlying cause of death C00-C97,65,2022-08,7242
Underlying cause of death C00-C97,65,2022-09,7111
Underlying cause of death C00-C97,65,2022-10,7432
Underlying cause of death C00-C97,65,2022-11,7110
Underlying cause of death C00-C97,65,2022-12,7346
Underlying cause of death C00-C97,65,2023-01,7283
Underlying cause of death C00-C97,65,2023-02,6702
Underlying cause of death C00-C97,65,2023-03,7315
Underlying cause of death C00-C97,65,2023-04,6717
Underlying cause of death C00-C97,65,2023-05,7185
Underlying cause of death C00-C97,65,2023-06,6959
Underlying cause of death C00-C97,65,2023-07,7234
Underlying cause of death C00-C97,65,2023-08,7269
Underlying cause of death C00-C97,65,2023-09,7035
Underlying cause of death C00-C97,65,2023-10,7333
Underlying cause of death C00-C97,65,2023-11,7048
Underlying cause of death C00-C97,65,2023-12,7462
Underlying cause of death C00-C97,65,2024-01,7369
Underlying cause of death C00-C97,65,2024-02,6768
Underlying cause of death C00-C97,65,2024-03,7207
Underlying cause of death C00-C97,65,2024-04,6883
Underlying cause of death C00-C97,65,2024-05,7137
Underlying cause of death C00-C97,65,2024-06,6866
Underlying cause of death C00-C97,65,2024-07,6968
Underlying cause of death C00-C97,65,2024-08,6598
Underlying cause of death C00-C97,65,2024-09,1084
Underlying cause of death C00-C97,70,1999-01,7578
Underlying cause of death C00-C97,70,1999-02,6889
Underlying cause of death C00-C97,70,1999-03,7386
Underlying cause of death C00-C97,70,1999-04,6856
Underlying cause of death C00-C97,70,1999-05,7381
Underlying cause of death C00-C97,70,1999-06,6751
Underlying cause of death C00-C97,70,1999-07,7118
Underlying cause of death C00-C97,70,1999-08,6929
Underlying cause of death C00-C97,70,1999-09,6925
Underlying cause of death C00-C97,70,1999-10,7330
Underlying cause of death C00-C97,70,1999-11,7059
Underlying cause of death C00-C97,70,1999-12,7322
Underlying cause of death C00-C97,70,2000-01,7440
Underlying cause of death C00-C97,70,2000-02,6749
Underlying cause of death C00-C97,70,2000-03,7186
Underlying cause of death C00-C97,70,2000-04,6881
Underlying cause of death C00-C97,70,2000-05,7032
Underlying cause of death C00-C97,70,2000-06,6722
Underlying cause of death C00-C97,70,2000-07,6983
Underlying cause of death C00-C97,70,2000-08,7091
Underlying cause of death C00-C97,70,2000-09,6881
Underlying cause of death C00-C97,70,2000-10,7201
Underlying cause of death C00-C97,70,2000-11,7039
Underlying cause of death C00-C97,70,2000-12,7083
Underlying cause of death C00-C97,70,2001-01,7109
Underlying cause of death C00-C97,70,2001-02,6436
Underlying cause of death C00-C97,70,2001-03,7055
Underlying cause of death C00-C97,70,2001-04,6854
Underlying cause of death C00-C97,70,2001-05,6932
Underlying cause of death C00-C97,70,2001-06,6891
Underlying cause of death C00-C97,70,2001-07,6900
Underlying cause of death C00-C97,70,2001-08,6948
Underlying cause of death C00-C97,70,2001-09,6782
Underlying cause of death C00-C97,70,2001-10,7224
Underlying cause of death C00-C97,70,2001-11,6726
Underlying cause of death C00-C97,70,2001-12,6989
Underlying cause of death C00-C97,70,2002-01,7077
Underlying cause of death C00-C97,70,2002-02,6357
Underlying cause of death C00-C97,70,2002-03,7082
Underlying cause of death C00-C97,70,2002-04,6609
Underlying cause of death C00-C97,70,2002-05,6890
Underlying cause of death C00-C97,70,2002-06,6486
Underlying cause of death C00-C97,70,2002-07,6795
Underlying cause of death C00-C97,70,2002-08,6746
Underlying cause of death C00-C97,70,2002-09,6639
Underlying cause of death C00-C97,70,2002-10,6895
Underlying cause of death C00-C97,70,2002-11,6681
Underlying cause of death C00-C97,70,2002-12,6902
Underlying cause of death C00-C97,70,2003-01,6805
Underlying cause of death C00-C97,70,2003-02,6182
Underlying cause of death C00-C97,70,2003-03,6599
Underlying cause of death C00-C97,70,2003-04,6322
Underlying cause of death C00-C97,70,2003-05,6535
Underlying cause of death C00-C97,70,2003-06,6426
Underlying cause of death C00-C97,70,2003-07,6502
Underlying cause of death C00-C97,70,2003-08,6547
Underlying cause of death C00-C97,70,2003-09,6369
Underlying cause of death C00-C97,70,2003-10,6565
Underlying cause of death C00-C97,70,2003-11,6364
Underlying cause of death C00-C97,70,2003-12,6891
Underlying cause of death C00-C97,70,2004-01,6728
Underlying cause of death C00-C97,70,2004-02,6164
Underlying cause of death C00-C97,70,2004-03,6516
Underlying cause of death C00-C97,70,2004-04,6362
Underlying cause of death C00-C97,70,2004-05,6264
Underlying cause of death C00-C97,70,2004-06,6183
Underlying cause of death C00-C97,70,2004-07,6349
Underlying cause of death C00-C97,70,2004-08,6259
Underlying cause of death C00-C97,70,2004-09,6212
Underlying cause of death C00-C97,70,2004-10,6481
Underlying cause of death C00-C97,70,2004-11,6028
Underlying cause of death C00-C97,70,2004-12,6368
Underlying cause of death C00-C97,70,2005-01,6440
Underlying cause of death C00-C97,70,2005-02,6057
Underlying cause of death C00-C97,70,2005-03,6614
Underlying cause of death C00-C97,70,2005-04,6198
Underlying cause of death C00-C97,70,2005-05,6315
Underlying cause of death C00-C97,70,2005-06,6181
Underlying cause of death C00-C97,70,2005-07,6262
Underlying cause of death C00-C97,70,2005-08,6273
Underlying cause of death C00-C97,70,2005-09,6190
Underlying cause of death C00-C97,70,2005-10,6222
Underlying cause of death C00-C97,70,2005-11,6094
Underlying cause of death C00-C97,70,2005-12,6564
Underlying cause of death C00-C97,70,2006-01,6260
Underlying cause of death C00-C97,70,2006-02,5855
Underlying cause of death C00-C97,70,2006-03,6358
Underlying cause of death C00-C97,70,2006-04,6072
Underlying cause of death C00-C97,70,2006-05,6193
Underlying cause of death C00-C97,70,2006-06,5978
Underlying cause of death C00-C97,70,2006-07,6027
Underlying cause of death C00-C97,70,2006-08,6143
Underlying cause of death C00-C97,70,2006-09,6128
Underlying cause of death C00-C97,70,2006-10,6260
Underlying cause of death C00-C97,70,2006-11,6167
Underlying cause of death C00-C97,70,2006-12,6293
Underlying cause of death C00-C97,70,2007-01,6373
Underlying cause of death C00-C97,70,2007-02,5762
Underlying cause of death C00-C97,70,2007-03,6149
Underlying cause of death C00-C97,70,2007-04,5902
Underlying cause of death C00-C97,70,2007-05,6036
Underlying cause of death C00-C97,70,2007-06,6019
Underlying cause of death C00-C97,70,2007-07,6113
Underlying cause of death C00-C97,70,2007-08,6054
Underlying cause of death C00-C97,70,2007-09,6003
Underlying cause of death C00-C97,70,2007-10,6133
Underlying cause of death C00-C97,70,2007-11,5999
Underlying cause of death C00-C97,70,2007-12,6299
Underlying cause of death C00-C97,70,2008-01,6349
Underlying cause of death C00-C97,70,2008-02,5995
Underlying cause of death C00-C97,70,2008-03,6238
Underlying cause of death C00-C97,70,2008-04,5895
Underlying cause of death C00-C97,70,2008-05,6040
Underlying cause of death C00-C97,70,2008-06,5906
Underlying cause of death C00-C97,70,2008-07,6031
Underlying cause of death C00-C97,70,2008-08,6162
Underlying cause of death C00-C97,70,2008-09,5901
Underlying cause of death C00-C97,70,2008-10,6193
Underlying cause of death C00-C97,70,2008-11,6146
Underlying cause of death C00-C97,70,2008-12,6253
Underlying cause of death C00-C97,70,2009-01,6292
Underlying cause of death C00-C97,70,2009-02,5650
Underlying cause of death C00-C97,70,2009-03,6196
Underlying cause of death C00-C97,70,2009-04,5965
Underlying cause of death C00-C97,70,2009-05,6159
Underlying cause of death C00-C97,70,2009-06,5983
Underlying cause of death C00-C97,70,2009-07,5963
Underlying cause of death C00-C97,70,2009-08,6341
Underlying cause of death C00-C97,70,2009-09,5933
Underlying cause of death C00-C97,70,2009-10,6319
Underlying cause of death C00-C97,70,2009-11,6022
Underlying cause of death C00-C97,70,2009-12,6322
Underlying cause of death C00-C97,70,2010-01,6490
Underlying cause of death C00-C97,70,2010-02,5728
Underlying cause of death C00-C97,70,2010-03,6261
Underlying cause of death C00-C97,70,2010-04,5916
Underlying cause of death C00-C97,70,2010-05,6323
Underlying cause of death C00-C97,70,2010-06,6028
Underlying cause of death C00-C97,70,2010-07,6098
Underlying cause of death C00-C97,70,2010-08,6338
Underlying cause of death C00-C97,70,2010-09,6031
Underlying cause of death C00-C97,70,2010-10,6296
Underlying cause of death C00-C97,70,2010-11,6224
Underlying cause of death C00-C97,70,2010-12,6413
Underlying cause of death C00-C97,70,2011-01,6466
Underlying cause of death C00-C97,70,2011-02,5803
Underlying cause of death C00-C97,70,2011-03,6395
Underlying cause of death C00-C97,70,2011-04,6017
Underlying cause of death C00-C97,70,2011-05,6266
Underlying cause of death C00-C97,70,2011-06,6006
Underlying cause of death C00-C97,70,2011-07,6340
Underlying cause of death C00-C97,70,2011-08,6510
Underlying cause of death C00-C97,70,2011-09,6199
Underlying cause of death C00-C97,70,2011-10,6366
Underlying cause of death C00-C97,70,2011-11,6146
Underlying cause of death C00-C97,70,2011-12,6500
