date,cause,code,dead
2012-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,96
2012-08,Other specified disorders of skin and subcutaneous tissue,L98.8,25
2012-08,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,14
2012-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,15
2012-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,20
2012-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,25
2012-09,Cellulitis of other parts of limb,L03.1,151
2012-09,"Cellulitis, unspecified",L03.9,216
2012-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,159
2012-09,Bullous pemphigoid,L12.0,15
2012-09,Arthropathic psoriasis,L40.5,10
2012-09,"Psoriasis, unspecified",L40.9,16
2012-09,Bullous erythema multiforme,L51.1,14
2012-09,"Erythematous condition, unspecified",L53.9,14
2012-09,Stage III decubitus ulcer,L89.2,13
2012-09,Stage IV decubitus ulcer,L89.3,54
2012-09,"Decubitus ulcer and pressure area, unspecified",L89.9,651
2012-09,Discoid lupus erythematosus,L93.0,76
2012-09,"Ulcer of lower limb, not elsewhere classified",L97,75
2012-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,118
2012-09,Other specified disorders of skin and subcutaneous tissue,L98.8,32
2012-09,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,16
2012-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,15
2012-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,30
2012-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,31
2012-10,Cellulitis of other parts of limb,L03.1,136
2012-10,Cellulitis of trunk,L03.3,14
2012-10,"Cellulitis, unspecified",L03.9,233
2012-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,167
2012-10,Bullous pemphigoid,L12.0,23
2012-10,"Psoriasis, unspecified",L40.9,21
2012-10,Bullous erythema multiforme,L51.1,13
2012-10,"Erythematous condition, unspecified",L53.9,14
2012-10,Stage IV decubitus ulcer,L89.3,81
2012-10,"Decubitus ulcer and pressure area, unspecified",L89.9,682
2012-10,Discoid lupus erythematosus,L93.0,99
2012-10,"Ulcer of lower limb, not elsewhere classified",L97,77
2012-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,115
2012-10,Other specified disorders of skin and subcutaneous tissue,L98.8,19
2012-10,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,18
2012-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,15
2012-11,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,10
2012-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,24
2012-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,42
2012-11,Cellulitis of other parts of limb,L03.1,158
2012-11,Cellulitis of trunk,L03.3,17
2012-11,"Cellulitis, unspecified",L03.9,243
2012-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,165
2012-11,"Pemphigus, unspecified",L10.9,18
2012-11,Bullous pemphigoid,L12.0,19
2012-11,"Dermatitis, unspecified",L30.9,11
2012-11,Arthropathic psoriasis,L40.5,12
2012-11,"Psoriasis, unspecified",L40.9,18
2012-11,Toxic epidermal necrolysis [Lyell],L51.2,11
2012-11,"Erythematous condition, unspecified",L53.9,16
2012-11,Stage III decubitus ulcer,L89.2,10
2012-11,Stage IV decubitus ulcer,L89.3,70
2012-11,"Decubitus ulcer and pressure area, unspecified",L89.9,662
2012-11,Discoid lupus erythematosus,L93.0,91
2012-11,"Ulcer of lower limb, not elsewhere classified",L97,75
2012-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,110
2012-11,Other specified disorders of skin and subcutaneous tissue,L98.8,17
2012-11,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,15
2012-12,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,22
2012-12,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,15
2012-12,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,42
2012-12,Cellulitis of other parts of limb,L03.1,168
2012-12,Cellulitis of trunk,L03.3,14
2012-12,"Cellulitis, unspecified",L03.9,278
2012-12,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,168
2012-12,Bullous pemphigoid,L12.0,25
2012-12,Arthropathic psoriasis,L40.5,16
2012-12,"Psoriasis, unspecified",L40.9,25
2012-12,"Erythematous condition, unspecified",L53.9,16
2012-12,Stage IV decubitus ulcer,L89.3,93
2012-12,"Decubitus ulcer and pressure area, unspecified",L89.9,731
2012-12,Discoid lupus erythematosus,L93.0,98
2012-12,"Ulcer of lower limb, not elsewhere classified",L97,90
2012-12,"Chronic ulcer of skin, not elsewhere classified",L98.4,114
2012-12,Other specified disorders of skin and subcutaneous tissue,L98.8,25
2012-12,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,20
2013-01,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2013-01,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,40
2013-01,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,31
2013-01,Cellulitis of other parts of limb,L03.1,189
2013-01,Cellulitis of face,L03.2,12
2013-01,Cellulitis of trunk,L03.3,22
2013-01,"Cellulitis, unspecified",L03.9,273
2013-01,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,167
2013-01,Bullous pemphigoid,L12.0,29
2013-01,"Dermatitis, unspecified",L30.9,11
2013-01,Arthropathic psoriasis,L40.5,12
2013-01,"Psoriasis, unspecified",L40.9,34
2013-01,Bullous erythema multiforme,L51.1,12
2013-01,"Erythematous condition, unspecified",L53.9,21
2013-01,Stage IV decubitus ulcer,L89.3,78
2013-01,"Decubitus ulcer and pressure area, unspecified",L89.9,786
2013-01,Discoid lupus erythematosus,L93.0,110
2013-01,"Ulcer of lower limb, not elsewhere classified",L97,72
2013-01,"Chronic ulcer of skin, not elsewhere classified",L98.4,131
2013-01,Other specified disorders of skin and subcutaneous tissue,L98.8,16
2013-01,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,16
2013-02,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2013-02,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,29
2013-02,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,29
2013-02,Cellulitis of other parts of limb,L03.1,141
2013-02,"Cellulitis, unspecified",L03.9,227
2013-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,123
2013-02,"Pemphigus, unspecified",L10.9,10
2013-02,Bullous pemphigoid,L12.0,25
2013-02,Arthropathic psoriasis,L40.5,10
2013-02,"Psoriasis, unspecified",L40.9,19
2013-02,Bullous erythema multiforme,L51.1,14
2013-02,"Erythematous condition, unspecified",L53.9,11
2013-02,Stage IV decubitus ulcer,L89.3,77
2013-02,"Decubitus ulcer and pressure area, unspecified",L89.9,685
2013-02,Discoid lupus erythematosus,L93.0,87
2013-02,"Ulcer of lower limb, not elsewhere classified",L97,76
2013-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,120
2013-02,Other specified disorders of skin and subcutaneous tissue,L98.8,16
2013-02,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,10
2013-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2013-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,24
2013-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,39
2013-03,Cellulitis of other parts of limb,L03.1,179
2013-03,Cellulitis of trunk,L03.3,17
2013-03,"Cellulitis, unspecified",L03.9,238
2013-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,136
2013-03,Bullous pemphigoid,L12.0,19
2013-03,"Dermatitis, unspecified",L30.9,10
2013-03,Arthropathic psoriasis,L40.5,19
2013-03,"Psoriasis, unspecified",L40.9,26
2013-03,Bullous erythema multiforme,L51.1,13
2013-03,Stage III decubitus ulcer,L89.2,16
2013-03,Stage IV decubitus ulcer,L89.3,67
2013-03,"Decubitus ulcer and pressure area, unspecified",L89.9,678
2013-03,Discoid lupus erythematosus,L93.0,104
2013-03,"Ulcer of lower limb, not elsewhere classified",L97,71
2013-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,125
2013-03,Other specified disorders of skin and subcutaneous tissue,L98.8,24
2013-03,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,10
2013-04,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
2013-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,26
2013-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,26
2013-04,Cellulitis of other parts of limb,L03.1,159
2013-04,Cellulitis of trunk,L03.3,13
2013-04,"Cellulitis, unspecified",L03.9,254
2013-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,148
2013-04,"Pemphigus, unspecified",L10.9,11
2013-04,Bullous pemphigoid,L12.0,21
2013-04,Arthropathic psoriasis,L40.5,14
2013-04,"Psoriasis, unspecified",L40.9,15
2013-04,"Erythematous condition, unspecified",L53.9,10
2013-04,Stage IV decubitus ulcer,L89.3,70
2013-04,"Decubitus ulcer and pressure area, unspecified",L89.9,677
2013-04,Discoid lupus erythematosus,L93.0,96
2013-04,"Ulcer of lower limb, not elsewhere classified",L97,83
2013-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,111
2013-04,Other specified disorders of skin and subcutaneous tissue,L98.8,18
2013-04,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,10
2013-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,28
2013-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,25
2013-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,28
2013-05,Cellulitis of other parts of limb,L03.1,148
2013-05,Cellulitis of trunk,L03.3,12
2013-05,"Cellulitis, unspecified",L03.9,229
2013-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,159
2013-05,"Pemphigus, unspecified",L10.9,10
2013-05,Bullous pemphigoid,L12.0,18
2013-05,Arthropathic psoriasis,L40.5,11
2013-05,"Psoriasis, unspecified",L40.9,21
2013-05,Bullous erythema multiforme,L51.1,12
2013-05,Toxic epidermal necrolysis [Lyell],L51.2,13
2013-05,"Erythematous condition, unspecified",L53.9,13
2013-05,Stage IV decubitus ulcer,L89.3,79
2013-05,"Decubitus ulcer and pressure area, unspecified",L89.9,666
2013-05,Discoid lupus erythematosus,L93.0,88
2013-05,"Ulcer of lower limb, not elsewhere classified",L97,79
2013-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,121
2013-05,Other specified disorders of skin and subcutaneous tissue,L98.8,22
2013-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2013-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,18
2013-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,21
2013-06,Cellulitis of other parts of limb,L03.1,142
2013-06,Cellulitis of trunk,L03.3,17
2013-06,"Cellulitis, unspecified",L03.9,246
2013-06,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,133
2013-06,Bullous pemphigoid,L12.0,21
2013-06,Arthropathic psoriasis,L40.5,14
2013-06,"Psoriasis, unspecified",L40.9,26
2013-06,"Erythematous condition, unspecified",L53.9,10
2013-06,Stage IV decubitus ulcer,L89.3,75
2013-06,"Decubitus ulcer and pressure area, unspecified",L89.9,636
2013-06,Discoid lupus erythematosus,L93.0,104
2013-06,"Ulcer of lower limb, not elsewhere classified",L97,75
2013-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,127
2013-06,Other specified disorders of skin and subcutaneous tissue,L98.8,22
2013-06,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,13
2013-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2013-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
2013-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,34
2013-07,Cellulitis of other parts of limb,L03.1,165
2013-07,Cellulitis of trunk,L03.3,13
2013-07,"Cellulitis, unspecified",L03.9,260
2013-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,144
2013-07,Bullous pemphigoid,L12.0,14
2013-07,"Psoriasis, unspecified",L40.9,12
2013-07,Bullous erythema multiforme,L51.1,12
2013-07,"Erythematous condition, unspecified",L53.9,12
2013-07,Stage IV decubitus ulcer,L89.3,75
2013-07,"Decubitus ulcer and pressure area, unspecified",L89.9,660
2013-07,Discoid lupus erythematosus,L93.0,97
2013-07,"Ulcer of lower limb, not elsewhere classified",L97,78
2013-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,132
2013-07,Other specified disorders of skin and subcutaneous tissue,L98.8,32
2013-07,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,10
2013-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,13
2013-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,12
2013-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,33
2013-08,Cellulitis of other parts of limb,L03.1,170
2013-08,Cellulitis of trunk,L03.3,21
2013-08,"Cellulitis, unspecified",L03.9,242
2013-08,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,162
2013-08,Bullous pemphigoid,L12.0,30
2013-08,"Psoriasis, unspecified",L40.9,16
2013-08,Stage III decubitus ulcer,L89.2,13
2013-08,Stage IV decubitus ulcer,L89.3,61
2013-08,"Decubitus ulcer and pressure area, unspecified",L89.9,644
2013-08,Discoid lupus erythematosus,L93.0,90
2013-08,"Ulcer of lower limb, not elsewhere classified",L97,69
2013-08,"Chronic ulcer of skin, not elsewhere classified",L98.4,131
2013-08,Other specified disorders of skin and subcutaneous tissue,L98.8,33
2013-08,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,17
2013-09,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
2013-09,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,24
2013-09,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,26
2013-09,Cellulitis of other parts of limb,L03.1,144
2013-09,Cellulitis of trunk,L03.3,19
2013-09,"Cellulitis, unspecified",L03.9,216
2013-09,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,156
2013-09,Bullous pemphigoid,L12.0,19
2013-09,Arthropathic psoriasis,L40.5,12
2013-09,"Psoriasis, unspecified",L40.9,29
2013-09,Bullous erythema multiforme,L51.1,10
2013-09,Toxic epidermal necrolysis [Lyell],L51.2,16
2013-09,"Erythematous condition, unspecified",L53.9,11
2013-09,Stage III decubitus ulcer,L89.2,10
2013-09,Stage IV decubitus ulcer,L89.3,59
2013-09,"Decubitus ulcer and pressure area, unspecified",L89.9,634
2013-09,Discoid lupus erythematosus,L93.0,96
2013-09,"Ulcer of lower limb, not elsewhere classified",L97,83
2013-09,"Chronic ulcer of skin, not elsewhere classified",L98.4,146
2013-09,Other specified disorders of skin and subcutaneous tissue,L98.8,32
2013-09,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,17
2013-10,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,11
2013-10,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2013-10,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,30
2013-10,Cellulitis of other parts of limb,L03.1,154
2013-10,Cellulitis of trunk,L03.3,16
2013-10,"Cellulitis, unspecified",L03.9,243
2013-10,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,165
2013-10,Bullous pemphigoid,L12.0,28
2013-10,Arthropathic psoriasis,L40.5,13
2013-10,"Psoriasis, unspecified",L40.9,17
2013-10,Bullous erythema multiforme,L51.1,11
2013-10,Toxic epidermal necrolysis [Lyell],L51.2,10
2013-10,"Erythematous condition, unspecified",L53.9,11
2013-10,Stage IV decubitus ulcer,L89.3,63
2013-10,"Decubitus ulcer and pressure area, unspecified",L89.9,648
2013-10,Discoid lupus erythematosus,L93.0,87
2013-10,"Ulcer of lower limb, not elsewhere classified",L97,84
2013-10,"Chronic ulcer of skin, not elsewhere classified",L98.4,127
2013-10,Other specified disorders of skin and subcutaneous tissue,L98.8,27
2013-10,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,16
2013-11,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
2013-11,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,12
2013-11,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,20
2013-11,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,32
2013-11,Cellulitis of other parts of limb,L03.1,159
2013-11,Cellulitis of trunk,L03.3,14
2013-11,"Cellulitis, unspecified",L03.9,250
2013-11,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,155
2013-11,Bullous pemphigoid,L12.0,22
2013-11,"Psoriasis, unspecified",L40.9,36
2013-11,Bullous erythema multiforme,L51.1,11
2013-11,Toxic epidermal necrolysis [Lyell],L51.2,12
2013-11,"Erythematous condition, unspecified",L53.9,10
2013-11,Stage III decubitus ulcer,L89.2,12
2013-11,Stage IV decubitus ulcer,L89.3,87
2013-11,"Decubitus ulcer and pressure area, unspecified",L89.9,663
2013-11,Discoid lupus erythematosus,L93.0,91
2013-11,"Ulcer of lower limb, not elsewhere classified",L97,80
2013-11,"Chronic ulcer of skin, not elsewhere classified",L98.4,128
2013-11,Other specified disorders of skin and subcutaneous tissue,L98.8,32
2013-11,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,18
2013-12,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,16
2013-12,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,30
2013-12,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,28
2013-12,Cellulitis of other parts of limb,L03.1,189
2013-12,Cellulitis of trunk,L03.3,21
2013-12,"Cellulitis, unspecified",L03.9,293
2013-12,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,147
2013-12,Bullous pemphigoid,L12.0,21
2013-12,Arthropathic psoriasis,L40.5,11
2013-12,"Psoriasis, unspecified",L40.9,19
2013-12,Bullous erythema multiforme,L51.1,11
2013-12,Stage III decubitus ulcer,L89.2,12
2013-12,Stage IV decubitus ulcer,L89.3,89
2013-12,"Decubitus ulcer and pressure area, unspecified",L89.9,726
2013-12,Discoid lupus erythematosus,L93.0,127
2013-12,"Ulcer of lower limb, not elsewhere classified",L97,85
2013-12,"Chronic ulcer of skin, not elsewhere classified",L98.4,143
2013-12,Other specified disorders of skin and subcutaneous tissue,L98.8,36
2013-12,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,14
2014-01,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,19
2014-01,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
2014-01,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,33
2014-01,Cellulitis of other parts of limb,L03.1,187
2014-01,Cellulitis of trunk,L03.3,10
2014-01,"Cellulitis, unspecified",L03.9,269
2014-01,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,173
2014-01,"Pemphigus, unspecified",L10.9,13
2014-01,Bullous pemphigoid,L12.0,26
2014-01,"Dermatitis, unspecified",L30.9,14
2014-01,"Psoriasis, unspecified",L40.9,30
2014-01,Bullous erythema multiforme,L51.1,11
2014-01,Toxic epidermal necrolysis [Lyell],L51.2,12
2014-01,"Erythematous condition, unspecified",L53.9,11
2014-01,Stage III decubitus ulcer,L89.2,16
2014-01,Stage IV decubitus ulcer,L89.3,80
2014-01,"Decubitus ulcer and pressure area, unspecified",L89.9,732
2014-01,Discoid lupus erythematosus,L93.0,120
2014-01,"Ulcer of lower limb, not elsewhere classified",L97,86
2014-01,"Chronic ulcer of skin, not elsewhere classified",L98.4,130
2014-01,Other specified disorders of skin and subcutaneous tissue,L98.8,13
2014-01,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,17
2014-02,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,20
2014-02,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,26
2014-02,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,30
2014-02,Cellulitis of other parts of limb,L03.1,154
2014-02,Cellulitis of trunk,L03.3,11
2014-02,"Cellulitis, unspecified",L03.9,239
2014-02,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,146
2014-02,Bullous pemphigoid,L12.0,26
2014-02,Arthropathic psoriasis,L40.5,17
2014-02,"Psoriasis, unspecified",L40.9,19
2014-02,Stage III decubitus ulcer,L89.2,14
2014-02,Stage IV decubitus ulcer,L89.3,68
2014-02,"Decubitus ulcer and pressure area, unspecified",L89.9,625
2014-02,Discoid lupus erythematosus,L93.0,99
2014-02,"Ulcer of lower limb, not elsewhere classified",L97,85
2014-02,"Chronic ulcer of skin, not elsewhere classified",L98.4,132
2014-02,Other specified disorders of skin and subcutaneous tissue,L98.8,20
2014-02,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,14
2014-03,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,23
2014-03,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,11
2014-03,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,33
2014-03,Cellulitis of other parts of limb,L03.1,193
2014-03,Cellulitis of trunk,L03.3,16
2014-03,"Cellulitis, unspecified",L03.9,269
2014-03,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,165
2014-03,Bullous pemphigoid,L12.0,22
2014-03,Arthropathic psoriasis,L40.5,12
2014-03,"Psoriasis, unspecified",L40.9,21
2014-03,Bullous erythema multiforme,L51.1,11
2014-03,Toxic epidermal necrolysis [Lyell],L51.2,10
2014-03,"Erythematous condition, unspecified",L53.9,16
2014-03,Stage III decubitus ulcer,L89.2,11
2014-03,Stage IV decubitus ulcer,L89.3,93
2014-03,"Decubitus ulcer and pressure area, unspecified",L89.9,711
2014-03,Discoid lupus erythematosus,L93.0,113
2014-03,"Ulcer of lower limb, not elsewhere classified",L97,96
2014-03,"Chronic ulcer of skin, not elsewhere classified",L98.4,165
2014-03,Other specified disorders of skin and subcutaneous tissue,L98.8,24
2014-03,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,16
2014-04,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,18
2014-04,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2014-04,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,37
2014-04,Cellulitis of other parts of limb,L03.1,172
2014-04,Cellulitis of trunk,L03.3,21
2014-04,Cellulitis of other sites,L03.8,10
2014-04,"Cellulitis, unspecified",L03.9,237
2014-04,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,142
2014-04,Bullous pemphigoid,L12.0,24
2014-04,"Dermatitis, unspecified",L30.9,11
2014-04,Arthropathic psoriasis,L40.5,19
2014-04,"Psoriasis, unspecified",L40.9,14
2014-04,Bullous erythema multiforme,L51.1,11
2014-04,"Erythematous condition, unspecified",L53.9,18
2014-04,Stage III decubitus ulcer,L89.2,18
2014-04,Stage IV decubitus ulcer,L89.3,79
2014-04,"Decubitus ulcer and pressure area, unspecified",L89.9,684
2014-04,Discoid lupus erythematosus,L93.0,88
2014-04,"Ulcer of lower limb, not elsewhere classified",L97,78
2014-04,"Chronic ulcer of skin, not elsewhere classified",L98.4,148
2014-04,Other specified disorders of skin and subcutaneous tissue,L98.8,19
2014-04,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,18
2014-05,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,23
2014-05,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,25
2014-05,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,23
2014-05,Cellulitis of other parts of limb,L03.1,186
2014-05,Cellulitis of trunk,L03.3,10
2014-05,"Cellulitis, unspecified",L03.9,237
2014-05,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,170
2014-05,Bullous pemphigoid,L12.0,22
2014-05,Arthropathic psoriasis,L40.5,12
2014-05,"Psoriasis, unspecified",L40.9,17
2014-05,Bullous erythema multiforme,L51.1,11
2014-05,"Erythematous condition, unspecified",L53.9,13
2014-05,Stage III decubitus ulcer,L89.2,17
2014-05,Stage IV decubitus ulcer,L89.3,84
2014-05,"Decubitus ulcer and pressure area, unspecified",L89.9,669
2014-05,Discoid lupus erythematosus,L93.0,85
2014-05,"Ulcer of lower limb, not elsewhere classified",L97,90
2014-05,"Chronic ulcer of skin, not elsewhere classified",L98.4,125
2014-05,Other specified disorders of skin and subcutaneous tissue,L98.8,12
2014-05,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,10
2014-06,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,21
2014-06,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,22
2014-06,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,38
2014-06,Cellulitis of other parts of limb,L03.1,152
2014-06,Cellulitis of trunk,L03.3,11
2014-06,"Cellulitis, unspecified",L03.9,230
2014-06,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,169
2014-06,Bullous pemphigoid,L12.0,24
2014-06,"Dermatitis, unspecified",L30.9,10
2014-06,Arthropathic psoriasis,L40.5,14
2014-06,"Psoriasis, unspecified",L40.9,26
2014-06,Bullous erythema multiforme,L51.1,13
2014-06,Toxic epidermal necrolysis [Lyell],L51.2,10
2014-06,"Erythematous condition, unspecified",L53.9,11
2014-06,Stage II decubitus ulcer,L89.1,12
2014-06,Stage III decubitus ulcer,L89.2,14
2014-06,Stage IV decubitus ulcer,L89.3,66
2014-06,"Decubitus ulcer and pressure area, unspecified",L89.9,654
2014-06,Discoid lupus erythematosus,L93.0,89
2014-06,"Ulcer of lower limb, not elsewhere classified",L97,77
2014-06,"Chronic ulcer of skin, not elsewhere classified",L98.4,128
2014-06,Other specified disorders of skin and subcutaneous tissue,L98.8,21
2014-07,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,14
2014-07,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,21
2014-07,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,36
2014-07,Cellulitis of other parts of limb,L03.1,183
2014-07,Cellulitis of trunk,L03.3,24
2014-07,"Cellulitis, unspecified",L03.9,229
2014-07,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,122
2014-07,Bullous pemphigoid,L12.0,15
2014-07,Arthropathic psoriasis,L40.5,10
2014-07,"Psoriasis, unspecified",L40.9,16
2014-07,"Erythematous condition, unspecified",L53.9,11
2014-07,Stage III decubitus ulcer,L89.2,15
2014-07,Stage IV decubitus ulcer,L89.3,97
2014-07,"Decubitus ulcer and pressure area, unspecified",L89.9,647
2014-07,Discoid lupus erythematosus,L93.0,100
2014-07,"Ulcer of lower limb, not elsewhere classified",L97,79
2014-07,"Chronic ulcer of skin, not elsewhere classified",L98.4,156
2014-07,Other specified disorders of skin and subcutaneous tissue,L98.8,20
2014-07,"Disorder of skin and subcutaneous tissue, unspecified",L98.9,16
2014-08,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,22
2014-08,"Cutaneous abscess, furuncle and carbuncle of buttock",L02.3,12
2014-08,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,29
2014-08,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,33
2014-08,Cellulitis of other parts of limb,L03.1,176
2014-08,Cellulitis of trunk,L03.3,18
2014-08,"Cellulitis, unspecified",L03.9,262
2014-08,"Local infection of skin and subcutaneous tissue, unspecified",L08.9,136
2014-08,Bullous pemphigoid,L12.0,21
2014-08,Arthropathic psoriasis,L40.5,14
2014-08,"Psoriasis, unspecified",L40.9,17
2014-08,"Erythematous condition, unspecified",L53.9,12
2014-08,Stage III decubitus ulcer,L89.2,12
