cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Non-COVID-19 deaths,2021,November,90+,"Second dose, less than 21 days ago",9,25,35762.1,u,16318.7,67892.0
Non-COVID-19 deaths,2021,November,90+,"Second dose, at least 21 days ago",3826,8993,42546.0,,41208.4,43916.0
Non-COVID-19 deaths,2021,November,90+,"Third dose or booster, less than 21 days ago",1141,7726,14768.4,,13923.8,15650.8
Non-COVID-19 deaths,2021,November,90+,"Third dose or booster, at least 21 days ago",3243,20801,15590.8,,15058.7,16136.8
Non-COVID-19 deaths,2021,December,18-39,Unvaccinated,138,230909,63.0,,52.4,73.6
Non-COVID-19 deaths,2021,December,18-39,"First dose, less than 21 days ago",<3,7947,,,,
Non-COVID-19 deaths,2021,December,18-39,"First dose, at least 21 days ago",45,57331,88.8,,64.2,119.6
Non-COVID-19 deaths,2021,December,18-39,"Second dose, less than 21 days ago",<3,15737,,,,
Non-COVID-19 deaths,2021,December,18-39,"Second dose, at least 21 days ago",205,619955,33.1,,28.6,37.7
Non-COVID-19 deaths,2021,December,18-39,"Third dose or booster, less than 21 days ago",35,155327,23.5,,16.0,33.1
Non-COVID-19 deaths,2021,December,18-39,"Third dose or booster, at least 21 days ago",54,77745,69.8,,49.5,94.6
Non-COVID-19 deaths,2021,December,40-49,Unvaccinated,119,60222,205.6,,168.4,242.9
Non-COVID-19 deaths,2021,December,40-49,"First dose, less than 21 days ago",<3,1236,,,,
Non-COVID-19 deaths,2021,December,40-49,"First dose, at least 21 days ago",55,12164,480.5,,360.7,627.0
Non-COVID-19 deaths,2021,December,40-49,"Second dose, less than 21 days ago",5,2486,231.1,u,73.7,542.1
Non-COVID-19 deaths,2021,December,40-49,"Second dose, at least 21 days ago",394,255197,156.3,,140.8,171.7
Non-COVID-19 deaths,2021,December,40-49,"Third dose or booster, less than 21 days ago",79,140158,55.2,,43.7,68.8
Non-COVID-19 deaths,2021,December,40-49,"Third dose or booster, at least 21 days ago",152,85188,172.9,,145.2,200.6
Non-COVID-19 deaths,2021,December,50-59,Unvaccinated,236,39165,609.9,,532.0,687.9
Non-COVID-19 deaths,2021,December,50-59,"First dose, less than 21 days ago",3,586,597.5,u,123.2,1746.0
Non-COVID-19 deaths,2021,December,50-59,"First dose, at least 21 days ago",93,7113,1341.8,,1081.5,1645.4
Non-COVID-19 deaths,2021,December,50-59,"Second dose, less than 21 days ago",5,1095,482.5,u,153.5,1132.0
Non-COVID-19 deaths,2021,December,50-59,"Second dose, at least 21 days ago",1128,175255,654.4,,616.2,692.7
Non-COVID-19 deaths,2021,December,50-59,"Third dose or booster, less than 21 days ago",282,190675,145.6,,128.6,162.6
Non-COVID-19 deaths,2021,December,50-59,"Third dose or booster, at least 21 days ago",577,201037,280.8,,257.7,303.9
Non-COVID-19 deaths,2021,December,60-69,Unvaccinated,332,20514,1683.6,,1500.3,1866.8
Non-COVID-19 deaths,2021,December,60-69,"First dose, less than 21 days ago",<3,221,,,,
Non-COVID-19 deaths,2021,December,60-69,"First dose, at least 21 days ago",135,3232,4514.6,,3738.9,5290.3
Non-COVID-19 deaths,2021,December,60-69,"Second dose, less than 21 days ago",6,422,1507.0,u,530.2,3322.4
Non-COVID-19 deaths,2021,December,60-69,"Second dose, at least 21 days ago",1890,73656,2963.5,,2824.3,3102.8
Non-COVID-19 deaths,2021,December,60-69,"Third dose or booster, less than 21 days ago",507,124630,443.1,,403.4,482.8
Non-COVID-19 deaths,2021,December,60-69,"Third dose or booster, at least 21 days ago",1791,273054,637.4,,607.6,667.1
Non-COVID-19 deaths,2021,December,70-79,Unvaccinated,391,10025,3981.7,,3585.0,4378.5
Non-COVID-19 deaths,2021,December,70-79,"First dose, less than 21 days ago",4,78,4951.9,u,1330.2,12719.6
Non-COVID-19 deaths,2021,December,70-79,"First dose, at least 21 days ago",130,1401,9504.5,,7863.9,11145.0
Non-COVID-19 deaths,2021,December,70-79,"Second dose, less than 21 days ago",6,160,3707.3,u,1349.7,8089.2
Non-COVID-19 deaths,2021,December,70-79,"Second dose, at least 21 days ago",3187,23235,14188.5,,13693.2,14683.9
Non-COVID-19 deaths,2021,December,70-79,"Third dose or booster, less than 21 days ago",792,34351,2530.1,,2350.2,2710.1
Non-COVID-19 deaths,2021,December,70-79,"Third dose or booster, at least 21 days ago",5583,330509,1677.5,,1633.4,1721.5
Non-COVID-19 deaths,2021,December,80-89,Unvaccinated,442,4362,10062.7,,9124.3,11001.1
Non-COVID-19 deaths,2021,December,80-89,"First dose, less than 21 days ago",3,36,8395.2,u,1711.1,24583.1
Non-COVID-19 deaths,2021,December,80-89,"First dose, at least 21 days ago",192,655,28737.6,,24645.3,32830.0
Non-COVID-19 deaths,2021,December,80-89,"Second dose, less than 21 days ago",9,81,10855.2,u,4928.5,20664.6
Non-COVID-19 deaths,2021,December,80-89,"Second dose, at least 21 days ago",3652,11047,32285.6,,31230.4,33340.8
Non-COVID-19 deaths,2021,December,80-89,"Third dose or booster, less than 21 days ago",961,10335,9107.9,,8529.1,9686.7
Non-COVID-19 deaths,2021,December,80-89,"Third dose or booster, at least 21 days ago",9397,159672,5878.2,,5759.4,5997.1
Non-COVID-19 deaths,2021,December,90+,Unvaccinated,280,1138,24602.5,,21804.7,27659.6
Non-COVID-19 deaths,2021,December,90+,"First dose, less than 21 days ago",<3,10,,,,
Non-COVID-19 deaths,2021,December,90+,"First dose, at least 21 days ago",108,206,52386.4,,42972.6,63249.0
Non-COVID-19 deaths,2021,December,90+,"Second dose, less than 21 days ago",10,28,35457.7,u,16975.0,65212.5
Non-COVID-19 deaths,2021,December,90+,"Second dose, at least 21 days ago",2296,3577,64188.1,,61589.1,66868.6
Non-COVID-19 deaths,2021,December,90+,"Third dose or booster, less than 21 days ago",742,3376,21981.9,,20428.4,23622.1
Non-COVID-19 deaths,2021,December,90+,"Third dose or booster, at least 21 days ago",6279,31788,19753.0,,19267.4,20247.7
Non-COVID-19 deaths,2022,January,18-39,Unvaccinated,108,219656,51.6,,41.8,61.5
Non-COVID-19 deaths,2022,January,18-39,"First dose, less than 21 days ago",<3,7812,,,,
Non-COVID-19 deaths,2022,January,18-39,"First dose, at least 21 days ago",34,52001,74.1,,50.4,104.8
Non-COVID-19 deaths,2022,January,18-39,"Second dose, less than 21 days ago",4,11226,37.1,u,10.0,95.1
Non-COVID-19 deaths,2022,January,18-39,"Second dose, at least 21 days ago",159,367453,45.9,,38.7,53.0
Non-COVID-19 deaths,2022,January,18-39,"Third dose or booster, less than 21 days ago",24,156311,14.9,,9.5,22.2
Non-COVID-19 deaths,2022,January,18-39,"Third dose or booster, at least 21 days ago",136,350161,36.4,,30.1,42.7
Non-COVID-19 deaths,2022,January,40-49,Unvaccinated,122,58684,216.9,,178.1,255.8
Non-COVID-19 deaths,2022,January,40-49,"First dose, less than 21 days ago",<3,1177,,,,
Non-COVID-19 deaths,2022,January,40-49,"First dose, at least 21 days ago",38,11069,355.3,,250.1,489.4
Non-COVID-19 deaths,2022,January,40-49,"Second dose, less than 21 days ago",<3,1903,,,,
Non-COVID-19 deaths,2022,January,40-49,"Second dose, at least 21 days ago",233,113726,213.1,,185.6,240.6
Non-COVID-19 deaths,2022,January,40-49,"Third dose or booster, less than 21 days ago",34,70104,49.1,,34.0,68.6
Non-COVID-19 deaths,2022,January,40-49,"Third dose or booster, at least 21 days ago",309,299811,101.4,,90.1,112.7
Non-COVID-19 deaths,2022,January,50-59,Unvaccinated,194,38427,515.3,,442.6,587.9
Non-COVID-19 deaths,2022,January,50-59,"First dose, less than 21 days ago",5,566,828.8,u,264.7,1942.7
Non-COVID-19 deaths,2022,January,50-59,"First dose, at least 21 days ago",70,6633,1085.0,,844.7,1372.1
Non-COVID-19 deaths,2022,January,50-59,"Second dose, less than 21 days ago",6,891,729.8,u,263.3,1596.7
Non-COVID-19 deaths,2022,January,50-59,"Second dose, at least 21 days ago",624,71171,904.9,,833.6,976.1
Non-COVID-19 deaths,2022,January,50-59,"Third dose or booster, less than 21 days ago",97,42923,230.5,,186.8,281.4
Non-COVID-19 deaths,2022,January,50-59,"Third dose or booster, at least 21 days ago",1149,454114,248.9,,234.4,263.3
Non-COVID-19 deaths,2022,January,60-69,Unvaccinated,271,20301,1372.0,,1206.6,1537.3
Non-COVID-19 deaths,2022,January,60-69,"First dose, less than 21 days ago",<3,204,,,,
Non-COVID-19 deaths,2022,January,60-69,"First dose, at least 21 days ago",104,3036,3542.4,,2847.9,4236.9
Non-COVID-19 deaths,2022,January,60-69,"Second dose, less than 21 days ago",6,346,2011.9,u,710.2,4431.3
Non-COVID-19 deaths,2022,January,60-69,"Second dose, at least 21 days ago",974,31056,3407.5,,3188.3,3626.7
Non-COVID-19 deaths,2022,January,60-69,"Third dose or booster, less than 21 days ago",151,16685,1068.2,,888.9,1247.6
Non-COVID-19 deaths,2022,January,60-69,"Third dose or booster, at least 21 days ago",2800,424986,660.0,,635.6,684.5
Non-COVID-19 deaths,2022,January,70-79,Unvaccinated,364,9925,3765.6,,3376.9,4154.3
Non-COVID-19 deaths,2022,January,70-79,"First dose, less than 21 days ago",4,64,6789.2,u,1830.3,17424.8
Non-COVID-19 deaths,2022,January,70-79,"First dose, at least 21 days ago",128,1319,9959.8,,8228.3,11691.4
Non-COVID-19 deaths,2022,January,70-79,"Second dose, less than 21 days ago",8,124,6728.8,u,2860.2,13334.9
Non-COVID-19 deaths,2022,January,70-79,"Second dose, at least 21 days ago",1510,12497,12400.0,,11772.1,13027.9
Non-COVID-19 deaths,2022,January,70-79,"Third dose or booster, less than 21 days ago",242,4645,5412.8,,4727.0,6098.7
Non-COVID-19 deaths,2022,January,70-79,"Third dose or booster, at least 21 days ago",6932,371527,1862.8,,1818.9,1906.6
Non-COVID-19 deaths,2022,January,80-89,Unvaccinated,376,4292,8730.0,,7847.4,9612.7
Non-COVID-19 deaths,2022,January,80-89,"First dose, less than 21 days ago",4,28,14894.2,u,4000.0,38260.1
Non-COVID-19 deaths,2022,January,80-89,"First dose, at least 21 days ago",131,606,21066.3,,17437.8,24694.9
Non-COVID-19 deaths,2022,January,80-89,"Second dose, less than 21 days ago",6,55,9881.9,u,3598.5,21560.7
Non-COVID-19 deaths,2022,January,80-89,"Second dose, at least 21 days ago",1779,6158,28364.9,,27039.8,29690.0
Non-COVID-19 deaths,2022,January,80-89,"Third dose or booster, less than 21 days ago",316,2189,14056.3,,12489.8,15622.9
Non-COVID-19 deaths,2022,January,80-89,"Third dose or booster, at least 21 days ago",10886,172961,6270.3,,6152.5,6388.1
Non-COVID-19 deaths,2022,January,90+,Unvaccinated,286,1107,25843.9,,22935.1,29019.5
Non-COVID-19 deaths,2022,January,90+,"First dose, less than 21 days ago",6,9,66469.5,u,24271.8,144680.7
Non-COVID-19 deaths,2022,January,90+,"First dose, at least 21 days ago",89,185,48043.6,,38581.7,59122.6
Non-COVID-19 deaths,2022,January,90+,"Second dose, less than 21 days ago",5,18,27071.6,u,8724.1,63175.9
Non-COVID-19 deaths,2022,January,90+,"Second dose, at least 21 days ago",1059,1796,58962.6,,55464.4,62623.7
Non-COVID-19 deaths,2022,January,90+,"Third dose or booster, less than 21 days ago",210,782,26854.2,,23344.6,30742.6
Non-COVID-19 deaths,2022,January,90+,"Third dose or booster, at least 21 days ago",7226,36142,19993.1,,19534.8,20459.5
Non-COVID-19 deaths,2022,February,18-39,Unvaccinated,90,192631,48.9,,39.2,60.2
Non-COVID-19 deaths,2022,February,18-39,"First dose, less than 21 days ago",<3,3704,,,,
Non-COVID-19 deaths,2022,February,18-39,"First dose, at least 21 days ago",27,47606,66.7,,43.2,98.0
Non-COVID-19 deaths,2022,February,18-39,"Second dose, less than 21 days ago",<3,6262,,,,
Non-COVID-19 deaths,2022,February,18-39,"Second dose, at least 21 days ago",117,297683,41.6,,34.0,49.2
Non-COVID-19 deaths,2022,February,18-39,"Third dose or booster, less than 21 days ago",<3,25496,,,,
Non-COVID-19 deaths,2022,February,18-39,"Third dose or booster, at least 21 days ago",177,477976,34.1,,29.0,39.2
Non-COVID-19 deaths,2022,February,40-49,Unvaccinated,96,52316,191.7,,155.0,234.5
Non-COVID-19 deaths,2022,February,40-49,"First dose, less than 21 days ago",<3,528,,,,
Non-COVID-19 deaths,2022,February,40-49,"First dose, at least 21 days ago",37,9936,400.8,,280.9,554.1
Non-COVID-19 deaths,2022,February,40-49,"Second dose, less than 21 days ago",<3,1008,,,,
Non-COVID-19 deaths,2022,February,40-49,"Second dose, at least 21 days ago",153,89477,175.6,,147.6,203.6
Non-COVID-19 deaths,2022,February,40-49,"Third dose or booster, less than 21 days ago",5,7594,60.8,u,19.8,142.0
Non-COVID-19 deaths,2022,February,40-49,"Third dose or booster, at least 21 days ago",350,341534,101.7,,91.0,112.4
Non-COVID-19 deaths,2022,February,50-59,Unvaccinated,187,34372,552.4,,473.0,631.7
Non-COVID-19 deaths,2022,February,50-59,"First dose, less than 21 days ago",4,267,1522.9,u,407.9,3914.5
Non-COVID-19 deaths,2022,February,50-59,"First dose, at least 21 days ago",59,5966,1010.6,,768.2,1304.9
Non-COVID-19 deaths,2022,February,50-59,"Second dose, less than 21 days ago",<3,495,,,,
Non-COVID-19 deaths,2022,February,50-59,"Second dose, at least 21 days ago",406,56553,741.2,,668.8,813.6
Non-COVID-19 deaths,2022,February,50-59,"Third dose or booster, less than 21 days ago",15,4494,340.7,u,189.9,563.0
Non-COVID-19 deaths,2022,February,50-59,"Third dose or booster, at least 21 days ago",1233,452969,267.9,,252.9,282.9
Non-COVID-19 deaths,2022,February,60-69,Unvaccinated,241,18276,1384.2,,1207.4,1561.0
Non-COVID-19 deaths,2022,February,60-69,"First dose, less than 21 days ago",<3,96,,,,
Non-COVID-19 deaths,2022,February,60-69,"First dose, at least 21 days ago",73,2713,2868.1,,2236.1,3620.6
Non-COVID-19 deaths,2022,February,60-69,"Second dose, less than 21 days ago",<3,195,,,,
Non-COVID-19 deaths,2022,February,60-69,"Second dose, at least 21 days ago",646,24898,2800.7,,2579.5,3021.9
Non-COVID-19 deaths,2022,February,60-69,"Third dose or booster, less than 21 days ago",22,1883,1259.3,,774.8,1926.3
Non-COVID-19 deaths,2022,February,60-69,"Third dose or booster, at least 21 days ago",2815,401436,705.4,,679.3,731.4
Non-COVID-19 deaths,2022,February,70-79,Unvaccinated,293,8946,3377.2,,2988.8,3765.6
Non-COVID-19 deaths,2022,February,70-79,"First dose, less than 21 days ago",<3,27,,,,
Non-COVID-19 deaths,2022,February,70-79,"First dose, at least 21 days ago",75,1165,6586.9,,5176.5,8262.1
Non-COVID-19 deaths,2022,February,70-79,"Second dose, less than 21 days ago",3,68,4681.4,u,950.3,13717.4
Non-COVID-19 deaths,2022,February,70-79,"Second dose, at least 21 days ago",861,10023,8732.9,,8147.0,9318.8
Non-COVID-19 deaths,2022,February,70-79,"Third dose or booster, less than 21 days ago",37,732,5103.0,,3589.7,7037.9
Non-COVID-19 deaths,2022,February,70-79,"Third dose or booster, at least 21 days ago",6813,340882,1991.9,,1944.6,2039.2
Non-COVID-19 deaths,2022,February,80-89,Unvaccinated,321,3846,8298.1,,7390.1,9206.1
Non-COVID-19 deaths,2022,February,80-89,"First dose, less than 21 days ago",<3,12,,,,
Non-COVID-19 deaths,2022,February,80-89,"First dose, at least 21 days ago",102,526,18982.8,,15277.4,22688.3
Non-COVID-19 deaths,2022,February,80-89,"Second dose, less than 21 days ago",3,32,9508.7,u,1952.7,27808.4
Non-COVID-19 deaths,2022,February,80-89,"Second dose, at least 21 days ago",1020,4799,20848.6,,19563.7,22133.4
Non-COVID-19 deaths,2022,February,80-89,"Third dose or booster, less than 21 days ago",69,397,17090.1,,13249.7,21685.3
Non-COVID-19 deaths,2022,February,80-89,"Third dose or booster, at least 21 days ago",10348,158928,6482.9,,6358.0,6607.8
Non-COVID-19 deaths,2022,February,90+,Unvaccinated,215,986,21813.4,,18994.7,24932.4
Non-COVID-19 deaths,2022,February,90+,"First dose, less than 21 days ago",4,4,102887.3,u,27679.8,263414.1
Non-COVID-19 deaths,2022,February,90+,"First dose, at least 21 days ago",58,161,36032.4,,27359.1,46581.2
Non-COVID-19 deaths,2022,February,90+,"Second dose, less than 21 days ago",3,9,33976.7,u,6828.8,99274.2
Non-COVID-19 deaths,2022,February,90+,"Second dose, at least 21 days ago",591,1338,44168.8,,40679.0,47877.9
Non-COVID-19 deaths,2022,February,90+,"Third dose or booster, less than 21 days ago",48,142,33863.2,,24965.8,44898.9
Non-COVID-19 deaths,2022,February,90+,"Third dose or booster, at least 21 days ago",6844,33603,20367.0,,19887.3,20855.3
Non-COVID-19 deaths,2022,March,18-39,Unvaccinated,85,210888,42.4,,33.8,52.6
Non-COVID-19 deaths,2022,March,18-39,"First dose, less than 21 days ago",<3,1814,,,,
Non-COVID-19 deaths,2022,March,18-39,"First dose, at least 21 days ago",34,51093,76.8,,52.6,108.1
Non-COVID-19 deaths,2022,March,18-39,"Second dose, less than 21 days ago",<3,5083,,,,
Non-COVID-19 deaths,2022,March,18-39,"Second dose, at least 21 days ago",119,319145,39.1,,32.0,46.2
Non-COVID-19 deaths,2022,March,18-39,"Third dose or booster, less than 21 days ago",<3,13352,,,,
Non-COVID-19 deaths,2022,March,18-39,"Third dose or booster, at least 21 days ago",208,562122,35.4,,30.5,40.3
Non-COVID-19 deaths,2022,March,40-49,Unvaccinated,97,57806,172.7,,139.8,211.1
Non-COVID-19 deaths,2022,March,40-49,"First dose, less than 21 days ago",<3,211,,,,
Non-COVID-19 deaths,2022,March,40-49,"First dose, at least 21 days ago",38,10625,383.2,,269.9,527.5
Non-COVID-19 deaths,2022,March,40-49,"Second dose, less than 21 days ago",<3,784,,,,
Non-COVID-19 deaths,2022,March,40-49,"Second dose, at least 21 days ago",171,95408,186.4,,158.3,214.5
Non-COVID-19 deaths,2022,March,40-49,"Third dose or booster, less than 21 days ago",4,3510,115.1,u,30.9,295.4
Non-COVID-19 deaths,2022,March,40-49,"Third dose or booster, at least 21 days ago",414,387439,105.9,,95.7,116.1
Non-COVID-19 deaths,2022,March,50-59,Unvaccinated,193,38022,512.5,,440.1,585.0
Non-COVID-19 deaths,2022,March,50-59,"First dose, less than 21 days ago",<3,98,,,,
Non-COVID-19 deaths,2022,March,50-59,"First dose, at least 21 days ago",80,6435,1275.1,,1009.9,1588.4
Non-COVID-19 deaths,2022,March,50-59,"Second dose, less than 21 days ago",<3,382,,,,
Non-COVID-19 deaths,2022,March,50-59,"Second dose, at least 21 days ago",380,60405,642.7,,577.8,707.6
Non-COVID-19 deaths,2022,March,50-59,"Third dose or booster, less than 21 days ago",3,2073,160.5,u,33.1,469.0
Non-COVID-19 deaths,2022,March,50-59,"Third dose or booster, at least 21 days ago",1428,507092,277.8,,263.4,292.3
Non-COVID-19 deaths,2022,March,60-69,Unvaccinated,265,20274,1361.1,,1195.2,1526.9
Non-COVID-19 deaths,2022,March,60-69,"First dose, less than 21 days ago",<3,39,,,,
Non-COVID-19 deaths,2022,March,60-69,"First dose, at least 21 days ago",58,2932,2066.4,,1558.9,2683.7
Non-COVID-19 deaths,2022,March,60-69,"Second dose, less than 21 days ago",3,153,2242.1,u,428.9,6633.5
Non-COVID-19 deaths,2022,March,60-69,"Second dose, at least 21 days ago",576,26691,2325.4,,2130.8,2519.9
Non-COVID-19 deaths,2022,March,60-69,"Third dose or booster, less than 21 days ago",9,865,1148.4,u,507.9,2208.6
Non-COVID-19 deaths,2022,March,60-69,"Third dose or booster, at least 21 days ago",3339,447544,750.4,,724.9,775.8
Non-COVID-19 deaths,2022,March,70-79,Unvaccinated,321,9919,3325.4,,2960.0,3690.7
Non-COVID-19 deaths,2022,March,70-79,"First dose, less than 21 days ago",<3,15,,,,
Non-COVID-19 deaths,2022,March,70-79,"First dose, at least 21 days ago",65,1250,5318.3,,4100.5,6783.4
Non-COVID-19 deaths,2022,March,70-79,"Second dose, less than 21 days ago",<3,54,,,,
Non-COVID-19 deaths,2022,March,70-79,"Second dose, at least 21 days ago",806,10577,7824.2,,7281.8,8366.7
Non-COVID-19 deaths,2022,March,70-79,"Third dose or booster, less than 21 days ago",30,422,7263.5,,4892.1,10380.2
Non-COVID-19 deaths,2022,March,70-79,"Third dose or booster, at least 21 days ago",7795,379010,2046.1,,2000.7,2091.6
Non-COVID-19 deaths,2022,March,80-89,Unvaccinated,368,4235,8645.0,,7761.6,9528.5
Non-COVID-19 deaths,2022,March,80-89,"First dose, less than 21 days ago",3,8,37103.1,u,7620.7,108505.3
Non-COVID-19 deaths,2022,March,80-89,"First dose, at least 21 days ago",100,558,17522.4,,14069.3,20975.6
Non-COVID-19 deaths,2022,March,80-89,"Second dose, less than 21 days ago",<3,24,,,,
Non-COVID-19 deaths,2022,March,80-89,"Second dose, at least 21 days ago",929,4990,18336.1,,17152.8,19519.4
Non-COVID-19 deaths,2022,March,80-89,"Third dose or booster, less than 21 days ago",30,208,13931.9,,9361.0,19939.8
Non-COVID-19 deaths,2022,March,80-89,"Third dose or booster, at least 21 days ago",11568,176758,6514.9,,6396.1,6633.6
Non-COVID-19 deaths,2022,March,90+,Unvaccinated,220,1083,20317.2,,17720.8,23186.9
Non-COVID-19 deaths,2022,March,90+,"First dose, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2022,March,90+,"First dose, at least 21 days ago",57,170,33455.9,,25337.5,43346.9
Non-COVID-19 deaths,2022,March,90+,"Second dose, less than 21 days ago",<3,8,,,,
Non-COVID-19 deaths,2022,March,90+,"Second dose, at least 21 days ago",534,1370,38990.8,,35753.3,42442.6
Non-COVID-19 deaths,2022,March,90+,"Third dose or booster, less than 21 days ago",22,65,33603.0,,21051.3,50878.1
Non-COVID-19 deaths,2022,March,90+,"Third dose or booster, at least 21 days ago",7433,37485,19829.1,,19380.8,20285.1
Non-COVID-19 deaths,2022,April,18-39,Unvaccinated,77,202665,39.3,,30.9,49.2
Non-COVID-19 deaths,2022,April,18-39,"First dose, less than 21 days ago",<3,1144,,,,
Non-COVID-19 deaths,2022,April,18-39,"First dose, at least 21 days ago",34,46916,87.1,,59.3,123.0
Non-COVID-19 deaths,2022,April,18-39,"Second dose, less than 21 days ago",<3,3520,,,,
Non-COVID-19 deaths,2022,April,18-39,"Second dose, at least 21 days ago",112,302857,37.9,,30.8,44.9
Non-COVID-19 deaths,2022,April,18-39,"Third dose or booster, less than 21 days ago",<3,9077,,,,
Non-COVID-19 deaths,2022,April,18-39,"Third dose or booster, at least 21 days ago",202,559022,34.9,,30.0,39.8
Non-COVID-19 deaths,2022,April,40-49,Unvaccinated,88,55977,167.9,,134.4,207.2
Non-COVID-19 deaths,2022,April,40-49,"First dose, less than 21 days ago",<3,129,,,,
Non-COVID-19 deaths,2022,April,40-49,"First dose, at least 21 days ago",32,9828,337.9,,229.7,478.8
Non-COVID-19 deaths,2022,April,40-49,"Second dose, less than 21 days ago",<3,480,,,,
Non-COVID-19 deaths,2022,April,40-49,"Second dose, at least 21 days ago",125,90310,141.5,,116.5,166.5
Non-COVID-19 deaths,2022,April,40-49,"Third dose or booster, less than 21 days ago",<3,2215,,,,
Non-COVID-19 deaths,2022,April,40-49,"Third dose or booster, at least 21 days ago",401,378530,104.8,,94.6,115.1
Non-COVID-19 deaths,2022,April,50-59,Unvaccinated,173,36825,475.8,,404.8,546.9
Non-COVID-19 deaths,2022,April,50-59,"First dose, less than 21 days ago",<3,62,,,,
Non-COVID-19 deaths,2022,April,50-59,"First dose, at least 21 days ago",55,5989,931.8,,700.9,1214.2
Non-COVID-19 deaths,2022,April,50-59,"Second dose, less than 21 days ago",<3,245,,,,
Non-COVID-19 deaths,2022,April,50-59,"Second dose, at least 21 days ago",330,57139,590.4,,526.4,654.4
Non-COVID-19 deaths,2022,April,50-59,"Third dose or booster, less than 21 days ago",4,1373,310.5,u,83.8,796.8
Non-COVID-19 deaths,2022,April,50-59,"Third dose or booster, at least 21 days ago",1369,492769,273.9,,259.3,288.4
Non-COVID-19 deaths,2022,April,60-69,Unvaccinated,223,19691,1196.1,,1037.3,1354.9
Non-COVID-19 deaths,2022,April,60-69,"First dose, less than 21 days ago",<3,26,,,,
Non-COVID-19 deaths,2022,April,60-69,"First dose, at least 21 days ago",71,2752,2736.1,,2125.1,3465.4
Non-COVID-19 deaths,2022,April,60-69,"Second dose, less than 21 days ago",<3,97,,,,
Non-COVID-19 deaths,2022,April,60-69,"Second dose, at least 21 days ago",481,25393,2027.3,,1841.7,2213.0
Non-COVID-19 deaths,2022,April,60-69,"Third dose or booster, less than 21 days ago",6,555,1244.8,u,440.5,2739.9
Non-COVID-19 deaths,2022,April,60-69,"Third dose or booster, at least 21 days ago",3203,435056,740.8,,715.1,766.5
Non-COVID-19 deaths,2022,April,70-79,Unvaccinated,293,9618,3105.7,,2748.6,3462.8
Non-COVID-19 deaths,2022,April,70-79,"First dose, less than 21 days ago",<3,11,,,,
Non-COVID-19 deaths,2022,April,70-79,"First dose, at least 21 days ago",78,1177,6759.1,,5338.2,8441.2
Non-COVID-19 deaths,2022,April,70-79,"Second dose, less than 21 days ago",4,35,12168.9,u,3315.7,31157.3
Non-COVID-19 deaths,2022,April,70-79,"Second dose, at least 21 days ago",643,9798,6762.7,,6237.3,7288.1
Non-COVID-19 deaths,2022,April,70-79,"Third dose or booster, less than 21 days ago",11,347,2960.0,u,1458.2,5326.7
Non-COVID-19 deaths,2022,April,70-79,"Third dose or booster, at least 21 days ago",7703,367827,2080.6,,2034.2,2127.1
Non-COVID-19 deaths,2022,April,80-89,Unvaccinated,314,4078,7674.7,,6825.6,8523.8
Non-COVID-19 deaths,2022,April,80-89,"First dose, less than 21 days ago",3,8,36287.9,u,6943.1,107356.7
Non-COVID-19 deaths,2022,April,80-89,"First dose, at least 21 days ago",76,521,14327.9,,11274.6,17950.4
Non-COVID-19 deaths,2022,April,80-89,"Second dose, less than 21 days ago",4,18,20550.3,u,5404.6,53034.9
Non-COVID-19 deaths,2022,April,80-89,"Second dose, at least 21 days ago",690,4458,15233.9,,14093.7,16374.1
Non-COVID-19 deaths,2022,April,80-89,"Third dose or booster, less than 21 days ago",37,259,14311.9,,10039.7,19774.6
Non-COVID-19 deaths,2022,April,80-89,"Third dose or booster, at least 21 days ago",11530,171801,6682.1,,6560.1,6804.0
Non-COVID-19 deaths,2022,April,90+,Unvaccinated,215,1040,20676.7,,18004.9,23633.2
Non-COVID-19 deaths,2022,April,90+,"First dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2022,April,90+,"First dose, at least 21 days ago",64,155,41259.5,,31773.1,52688.6
Non-COVID-19 deaths,2022,April,90+,"Second dose, less than 21 days ago",<3,6,,,,
Non-COVID-19 deaths,2022,April,90+,"Second dose, at least 21 days ago",430,1195,35968.6,,32648.7,39534.5
Non-COVID-19 deaths,2022,April,90+,"Third dose or booster, less than 21 days ago",24,92,26022.7,,16668.2,38721.6
Non-COVID-19 deaths,2022,April,90+,"Third dose or booster, at least 21 days ago",7354,36492,20152.4,,19694.4,20618.4
Non-COVID-19 deaths,2022,May,18-39,Unvaccinated,84,208452,41.7,,33.2,51.8
Non-COVID-19 deaths,2022,May,18-39,"First dose, less than 21 days ago",<3,916,,,,
Non-COVID-19 deaths,2022,May,18-39,"First dose, at least 21 days ago",25,46654,65.3,,41.5,97.4
Non-COVID-19 deaths,2022,May,18-39,"Second dose, less than 21 days ago",<3,2721,,,,
Non-COVID-19 deaths,2022,May,18-39,"Second dose, at least 21 days ago",101,305586,34.4,,27.6,41.1
Non-COVID-19 deaths,2022,May,18-39,"Third dose or booster, less than 21 days ago",<3,9066,,,,
Non-COVID-19 deaths,2022,May,18-39,"Third dose or booster, at least 21 days ago",198,588722,32.1,,27.6,36.7
