year,code,cause,dead
2023,D59.1,Other autoimmune haemolytic anaemias,15
2023,D61.9,"Aplastic anaemia, unspecified",140
2023,D62,Acute posthaemorrhagic anaemia,38
2023,D64.9,"Anaemia, unspecified",24
2023,D65,Disseminated intravascular coagulation [defibrination syndrome],56
2023,D68.9,"Coagulation defect, unspecified",54
2023,D69.3,Idiopathic thrombocytopenic purpura,10
2023,D70,Agranulocytosis,137
2023,D72.8,Other specified disorders of white blood cells,17
2023,D76.1,Haemophagocytic lymphohistiocytosis,141
2023,D84.9,"Immunodeficiency, unspecified",16
2023,D86.0,Sarcoidosis of lung,13
2023,D86.9,"Sarcoidosis, unspecified",25
2023,D89.9,"Disorder involving the immune mechanism, unspecified",104
2023,E03.5,Myxoedema coma,13
2023,E03.9,"Hypothyroidism, unspecified",50
2023,E10.2,"Insulin-dependent diabetes mellitus, with renal complications",33
2023,E10.7,"Insulin-dependent diabetes mellitus, with multiple complications",11
2023,E10.9,"Insulin-dependent diabetes mellitus, without complications",65
2023,E11.1,"Non-insulin-dependent diabetes mellitus, with ketoacidosis",25
2023,E11.2,"Non-insulin-dependent diabetes mellitus, with renal complications",588
2023,E11.4,"Non-insulin-dependent diabetes mellitus, with neurological complications",11
2023,E11.5,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",64
2023,E11.6,"Non-insulin-dependent diabetes mellitus, with other specified complications",13
2023,E11.7,"Non-insulin-dependent diabetes mellitus, with multiple complications",110
2023,E11.9,"Non-insulin-dependent diabetes mellitus, without complications",733
2023,E14.1,"Unspecified diabetes mellitus, with ketoacidosis",76
2023,E14.2,"Unspecified diabetes mellitus, with renal complications",504
2023,E14.4,"Unspecified diabetes mellitus, with neurological complications",16
2023,E14.5,"Unspecified diabetes mellitus, with peripheral circulatory complications",66
2023,E14.7,"Unspecified diabetes mellitus, with multiple complications",86
2023,E14.9,"Unspecified diabetes mellitus, without complications",853
2023,E16.2,"Hypoglycaemia, unspecified",29
2023,E22.2,Syndrome of inappropriate secretion of antidiuretic hormone,10
2023,E27.4,Other and unspecified adrenocortical insufficiency,11
2023,E43,Unspecified severe protein-energy malnutrition,18
2023,E44.0,Moderate protein-energy malnutrition,39
2023,E46,Unspecified protein-energy malnutrition,15
2023,E66.2,Extreme obesity with alveolar hypoventilation,31
2023,E66.8,Other obesity,75
2023,E66.9,"Obesity, unspecified",74
2023,E72.2,Disorders of urea cycle metabolism,30
2023,E78.0,Pure hypercholesterolaemia,87
2023,E78.2,Mixed hyperlipidaemia,31
2023,E78.5,"Hyperlipidaemia, unspecified",713
2023,E78.9,"Disorder of lipoprotein metabolism, unspecified",49
2023,E83.5,Disorders of calcium metabolism,73
2023,E85.4,Organ-limited amyloidosis,117
2023,E85.9,"Amyloidosis, unspecified",38
2023,E87.0,Hyperosmolality and hypernatraemia,21
2023,E87.1,Hypo-osmolality and hyponatraemia,39
2023,E87.2,Acidosis,214
2023,E87.5,Hyperkalaemia,37
2023,E87.6,Hypokalaemia,16
2023,E87.7,Fluid overload,26
2023,E87.8,"Other disorders of electrolyte and fluid balance, not elsewhere classified",17
2023,E88.0,"Disorders of plasma-protein metabolism, not elsewhere classified",17
2023,E88.9,"Metabolic disorder, unspecified",295
2023,F01.1,Multi-infarct dementia,17
2023,F01.9,"Vascular dementia, unspecified",579
2023,F03,Unspecified dementia,2485
2023,F05.1,Delirium superimposed on dementia,22
2023,F05.9,"Delirium, unspecified",99
2023,F06.9,Unspecified mental disorder due to brain damage and dysfunction and to physical disease,24
2023,F10.1,"Mental and behavioural disorders due to use of alcohol, harmful use",74
2023,F10.2,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",69
2023,F10.3,"Mental and behavioural disorders due to use of alcohol, withdrawal state",13
2023,F10.7,"Mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder",14
2023,F10.9,"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder",31
2023,F19.1,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use",12
2023,F19.9,"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder",12
2023,F20.9,"Schizophrenia, unspecified",10
2023,F32.9,"Depressive episode, unspecified",10
2023,F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere,14
2023,G03.9,"Meningitis, unspecified",11
2023,G04.9,"Encephalitis, myelitis and encephalomyelitis, unspecified",19
2023,G06.0,Intracranial abscess and granuloma,13
2023,G06.2,"Extradural and subdural abscess, unspecified",10
2023,G10,Huntington disease,12
2023,G11.9,"Hereditary ataxia, unspecified",11
2023,G12.2,Motor neuron disease,144
2023,G20,Parkinson disease,1090
2023,G21.9,"Secondary parkinsonism, unspecified",12
2023,G23.1,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],48
2023,G30.0,Alzheimer disease with early onset,10
2023,G30.1,Alzheimer disease with late onset,228
2023,G30.9,"Alzheimer disease, unspecified",2410
2023,G31.0,Circumscribed brain atrophy,46
2023,G31.1,"Senile degeneration of brain, not elsewhere classified",1063
2023,G31.2,Degeneration of nervous system due to alcohol,13
2023,G31.8,Other specified degenerative diseases of nervous system,188
2023,G31.9,"Degenerative disease of nervous system, unspecified",87
2023,G35,Multiple sclerosis,121
2023,G40.9,"Epilepsy, unspecified",29
2023,G41.9,"Status epilepticus, unspecified",107
2023,G47.3,Sleep apnoea,34
2023,G61.0,Guillain-Barre syndrome,13
2023,G62.9,"Polyneuropathy, unspecified",11
2023,G70.0,Myasthenia gravis,38
2023,G70.9,"Myoneural disorder, unspecified",17
2023,G71.0,Muscular dystrophy,17
2023,G80.9,"Infantile cerebral palsy, unspecified",15
2023,G82.2,"Paraplegia, unspecified",17
2023,G82.5,"Tetraplegia, unspecified",17
2023,G91.1,Obstructive hydrocephalus,18
2023,G91.2,Normal-pressure hydrocephalus,11
2023,G91.9,"Hydrocephalus, unspecified",34
2023,G92,Toxic encephalopathy,48
2023,G93.1,"Anoxic brain damage, not elsewhere classified",153
2023,G93.4,"Encephalopathy, unspecified",167
2023,G93.6,Cerebral oedema,17
2023,G93.9,"Disorder of brain, unspecified",61
2023,G96.1,"Disorders of meninges, not elsewhere classified",45
2023,G96.9,"Disorder of central nervous system, unspecified",18
2023,I05.0,Mitral stenosis,33
2023,I05.9,"Mitral valve disease, unspecified",35
2023,I07.1,Tricuspid insufficiency,40
2023,I08.0,Disorders of both mitral and aortic valves,59
2023,I10,Essential (primary) hypertension,946
2023,I11.0,Hypertensive heart disease with (congestive) heart failure,838
2023,I11.9,Hypertensive heart disease without (congestive) heart failure,1173
2023,I12.0,Hypertensive renal disease with renal failure,638
2023,I12.9,Hypertensive renal disease without renal failure,42
2023,I13.0,Hypertensive heart and renal disease with (congestive) heart failure,64
2023,I13.1,Hypertensive heart and renal disease with renal failure,164
2023,I13.2,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,302
2023,I13.9,"Hypertensive heart and renal disease, unspecified",32
2023,I21.4,Acute subendocardial myocardial infarction,420
2023,I21.9,"Acute myocardial infarction, unspecified",2910
2023,I24.8,Other forms of acute ischaemic heart disease,52
2023,I24.9,"Acute ischaemic heart disease, unspecified",100
2023,I25.0,"Atherosclerotic cardiovascular disease, so described",2399
2023,I25.1,Atherosclerotic heart disease,6551
2023,I25.5,Ischaemic cardiomyopathy,412
2023,I25.8,Other forms of chronic ischaemic heart disease,60
2023,I25.9,"Chronic ischaemic heart disease, unspecified",273
2023,I26.9,Pulmonary embolism without mention of acute cor pulmonale,22
2023,I27.2,Other secondary pulmonary hypertension,401
2023,I27.9,"Pulmonary heart disease, unspecified",56
2023,I31.3,Pericardial effusion (noninflammatory),73
2023,I31.9,"Disease of pericardium, unspecified",16
2023,I33.0,Acute and subacute infective endocarditis,65
2023,I34.0,Mitral (valve) insufficiency,92
2023,I35.0,Aortic (valve) stenosis,556
2023,I35.1,Aortic (valve) insufficiency,23
2023,I35.8,Other aortic valve disorders,24
2023,I35.9,"Aortic valve disorder, unspecified",73
2023,I38,"Endocarditis, valve unspecified",242
2023,I42.0,Dilated cardiomyopathy,100
2023,I42.2,Other hypertrophic cardiomyopathy,19
2023,I42.5,Other restrictive cardiomyopathy,29
2023,I42.8,Other cardiomyopathies,20
2023,I42.9,"Cardiomyopathy, unspecified",535
2023,I44.2,"Atrioventricular block, complete",22
2023,I45.8,Other specified conduction disorders,81
2023,I47.1,Supraventricular tachycardia,15
2023,I47.2,Ventricular tachycardia,38
2023,I48,Atrial fibrillation and flutter,1378
2023,I49.0,Ventricular fibrillation and flutter,61
2023,I49.5,Sick sinus syndrome,22
2023,I49.9,"Cardiac arrhythmia, unspecified",235
2023,I50.0,Congestive heart failure,1290
2023,I50.1,Left ventricular failure,25
2023,I50.9,"Heart failure, unspecified",651
2023,I51.4,"Myocarditis, unspecified",15
2023,I51.5,Myocardial degeneration,13
2023,I51.6,"Cardiovascular disease, unspecified",296
2023,I51.7,Cardiomegaly,28
2023,I51.8,Other ill-defined heart diseases,70
2023,I51.9,"Heart disease, unspecified",141
2023,I60.9,"Subarachnoid haemorrhage, unspecified",104
2023,I61.0,"Intracerebral haemorrhage in hemisphere, subcortical",12
2023,I61.1,"Intracerebral haemorrhage in hemisphere, cortical",13
2023,I61.4,Intracerebral haemorrhage in cerebellum,15
2023,I61.5,"Intracerebral haemorrhage, intraventricular",34
2023,I61.9,"Intracerebral haemorrhage, unspecified",321
2023,I62.0,Subdural haemorrhage (acute)(nontraumatic),104
2023,I62.9,"Intracranial haemorrhage (nontraumatic), unspecified",181
2023,I63.0,Cerebral infarction due to thrombosis of precerebral arteries,11
2023,I63.2,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,75
2023,I63.3,Cerebral infarction due to thrombosis of cerebral arteries,21
2023,I63.4,Cerebral infarction due to embolism of cerebral arteries,255
2023,I63.5,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,28
2023,I63.9,"Cerebral infarction, unspecified",746
2023,I64,"Stroke, not specified as haemorrhage or infarction",1509
2023,I67.1,"Cerebral aneurysm, nonruptured",18
2023,I67.2,Cerebral atherosclerosis,254
2023,I67.8,Other specified cerebrovascular diseases,34
2023,I67.9,"Cerebrovascular disease, unspecified",279
2023,I69.3,Sequelae of cerebral infarction,129
2023,I69.4,"Sequelae of stroke, not specified as haemorrhage or infarction",324
2023,I69.8,Sequelae of other and unspecified cerebrovascular diseases,328
2023,I70.0,Atherosclerosis of aorta,15
2023,I70.9,Generalized and unspecified atherosclerosis,139
2023,I71.0,Dissection of aorta [any part],95
2023,I71.1,"Thoracic aortic aneurysm, ruptured",15
2023,I71.2,"Thoracic aortic aneurysm, without mention of rupture",41
2023,I71.3,"Abdominal aortic aneurysm, ruptured",62
2023,I71.4,"Abdominal aortic aneurysm, without mention of rupture",70
2023,I71.8,"Aortic aneurysm of unspecified site, ruptured",30
2023,I71.9,"Aortic aneurysm of unspecified site, without mention of rupture",24
2023,I72.4,Aneurysm of artery of lower extremity,10
2023,I72.9,Aneurysm of unspecified site,26
2023,I73.9,"Peripheral vascular disease, unspecified",254
2023,I74.9,Embolism and thrombosis of unspecified artery,31
2023,I81,Portal vein thrombosis,58
2023,I85.0,Oesophageal varices with bleeding,17
2023,J10.0,"Influenza with pneumonia, influenza virus identified",81
2023,J10.1,"Influenza with other respiratory manifestations, influenza virus identified",89
2023,J11.0,"Influenza with pneumonia, virus not identified",64
2023,J11.1,"Influenza with other respiratory manifestations, virus not identified",45
2023,J12.1,Respiratory syncytial virus pneumonia,21
2023,J12.2,Parainfluenza virus pneumonia,10
2023,J12.8,Other viral pneumonia,14
2023,J12.9,"Viral pneumonia, unspecified",13
2023,J13,Pneumonia due to Streptococcus pneumoniae,14
2023,J14,Pneumonia due to Haemophilus influenzae,11
2023,J18.1,"Lobar pneumonia, unspecified",55
2023,J18.9,"Pneumonia, unspecified",85
2023,J32.9,"Chronic sinusitis, unspecified",10
2023,J38.0,Paralysis of vocal cords and larynx,10
2023,J38.7,Other diseases of larynx,13
2023,J39.8,Other specified diseases of upper respiratory tract,21
2023,J40,"Bronchitis, not specified as acute or chronic",11
2023,J43.1,Panlobular emphysema,22
2023,J43.2,Centrilobular emphysema,36
2023,J43.9,"Emphysema, unspecified",486
2023,J44.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,1117
2023,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",420
2023,J44.8,Other specified chronic obstructive pulmonary disease,63
2023,J44.9,"Chronic obstructive pulmonary disease, unspecified",5376
2023,J45.9,"Asthma, unspecified",90
2023,J47,Bronchiectasis,51
2023,J60,Coalworker pneumoconiosis,13
2023,J61,Pneumoconiosis due to asbestos and other mineral fibres,25
2023,J67.9,Hypersensitivity pneumonitis due to unspecified organic dust,13
2023,J69.0,Pneumonitis due to food and vomit,1281
2023,J80,Adult respiratory distress syndrome,96
2023,J82,"Pulmonary eosinophilia, not elsewhere classified",13
2023,J84.0,Alveolar and parietoalveolar conditions,11
2023,J84.1,Other interstitial pulmonary diseases with fibrosis,619
2023,J84.9,"Interstitial pulmonary disease, unspecified",445
2023,J85.0,Gangrene and necrosis of lung,16
2023,J86.0,Pyothorax with fistula,11
2023,J86.9,Pyothorax without fistula,38
2023,J90,"Pleural effusion, not elsewhere classified",93
2023,J93.9,"Pneumothorax, unspecified",18
2023,J94.8,Other specified pleural conditions,11
2023,J96.1,Chronic respiratory failure,223
2023,J98.1,Pulmonary collapse,23
2023,J98.2,Interstitial emphysema,21
2023,J98.4,Other disorders of lung,133
2023,J98.5,"Diseases of mediastinum, not elsewhere classified",35
2023,J98.8,Other specified respiratory disorders,22
2023,J98.9,"Respiratory disorder, unspecified",12
2023,K20,Oesophagitis,29
2023,K21.9,Gastro-oesophageal reflux disease without oesophagitis,41
2023,K22.1,Ulcer of oesophagus,10
2023,K22.2,Oesophageal obstruction,62
2023,K22.3,Perforation of oesophagus,20
2023,K22.4,Dyskinesia of oesophagus,23
2023,K22.8,Other specified diseases of oesophagus,18
2023,K22.9,"Disease of oesophagus, unspecified",25
2023,K25.4,"Gastric ulcer, chronic or unspecified with haemorrhage",24
2023,K25.5,"Gastric ulcer, chronic or unspecified with perforation",38
2023,K25.9,"Gastric ulcer, unspecified as acute or chronic, without haemorrhage or perforation",15
2023,K26.4,"Duodenal ulcer, chronic or unspecified with haemorrhage",53
2023,K26.5,"Duodenal ulcer, chronic or unspecified with perforation",45
2023,K26.9,"Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation",20
2023,K27.4,"Peptic ulcer, site unspecified, chronic or unspecified with haemorrhage",15
2023,K27.5,"Peptic ulcer, site unspecified, chronic or unspecified with perforation",10
2023,K27.9,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation",11
2023,K31.1,Adult hypertrophic pyloric stenosis,16
2023,K31.8,Other specified diseases of stomach and duodenum,20
2023,K31.9,"Disease of stomach and duodenum, unspecified",21
2023,K35.8,"Acute appendicitis, other and unspecified",30
2023,K37,Unspecified appendicitis,14
2023,K40.3,"Unilateral or unspecified inguinal hernia, with obstruction, without gangrene",21
2023,K43.0,"Ventral hernia with obstruction, without gangrene",22
2023,K43.9,Ventral hernia without obstruction or gangrene,10
2023,K44.0,"Diaphragmatic hernia with obstruction, without gangrene",16
2023,K44.9,Diaphragmatic hernia without obstruction or gangrene,28
2023,K46.0,"Unspecified abdominal hernia with obstruction, without gangrene",35
2023,K46.9,Unspecified abdominal hernia without obstruction or gangrene,32
2023,K50.9,"Crohn disease, unspecified",28
2023,K51.9,"Ulcerative colitis, unspecified",27
2023,K52.9,"Noninfective gastroenteritis and colitis, unspecified",17
2023,K55.0,Acute vascular disorders of intestine,67
2023,K55.1,Chronic vascular disorders of intestine,15
2023,K55.9,"Vascular disorder of intestine, unspecified",290
2023,K56.2,Volvulus,19
2023,K56.5,Intestinal adhesions [bands] with obstruction,15
2023,K56.6,Other and unspecified intestinal obstruction,253
2023,K56.7,"Ileus, unspecified",22
2023,K57.2,Diverticular disease of large intestine with perforation and abscess,38
2023,K57.3,Diverticular disease of large intestine without perforation or abscess,17
2023,K57.8,"Diverticular disease of intestine, part unspecified, with perforation and abscess",116
2023,K57.9,"Diverticular disease of intestine, part unspecified, without perforation or abscess",92
2023,K61.1,Rectal abscess,15
2023,K62.5,Haemorrhage of anus and rectum,10
2023,K62.9,"Disease of anus and rectum, unspecified",70
2023,K63.1,Perforation of intestine (nontraumatic),174
2023,K63.2,Fistula of intestine,10
2023,K63.8,Other specified diseases of intestine,17
2023,K63.9,"Disease of intestine, unspecified",75
2023,K65.0,Acute peritonitis,61
2023,K65.9,"Peritonitis, unspecified",56
2023,K66.1,Haemoperitoneum,18
2023,K66.8,Other specified disorders of peritoneum,28
2023,K70.1,Alcoholic hepatitis,22
2023,K70.3,Alcoholic cirrhosis of liver,758
2023,K70.4,Alcoholic hepatic failure,33
2023,K70.9,"Alcoholic liver disease, unspecified",65
2023,K72.0,Acute and subacute hepatic failure,61
2023,K72.9,"Hepatic failure, unspecified",95
2023,K74.3,Primary biliary cirrhosis,13
2023,K74.6,Other and unspecified cirrhosis of liver,955
2023,K75.0,Abscess of liver,43
2023,K75.4,Autoimmune hepatitis,15
2023,K76.0,"Fatty (change of) liver, not elsewhere classified",238
2023,K76.7,Hepatorenal syndrome,17
2023,K76.8,Other specified diseases of liver,13
2023,K76.9,"Liver disease, unspecified",178
2023,K80.2,Calculus of gallbladder without cholecystitis,25
2023,K80.5,Calculus of bile duct without cholangitis or cholecystitis,15
2023,K81.0,Acute cholecystitis,117
2023,K81.9,"Cholecystitis, unspecified",98
2023,K82.9,"Disease of gallbladder, unspecified",18
2023,K83.0,Cholangitis,95
2023,K83.1,Obstruction of bile duct,32
2023,K85.9,"Acute pancreatitis, unspecified",80
2023,K86.9,"Disease of pancreas, unspecified",187
2023,K90.2,"Blind loop syndrome, not elsewhere classified",18
2023,K92.0,Haematemesis,13
2023,K92.2,"Gastrointestinal haemorrhage, unspecified",345
2023,K92.8,Other specified diseases of digestive system,10
2023,L02.2,"Cutaneous abscess, furuncle and carbuncle of trunk",10
2023,L02.9,"Cutaneous abscess, furuncle and carbuncle, unspecified",15
2023,L03.1,Cellulitis of other parts of limb,59
2023,L03.9,"Cellulitis, unspecified",50
2023,L08.9,"Local infection of skin and subcutaneous tissue, unspecified",49
2023,L93.0,Discoid lupus erythematosus,11
2023,L98.4,"Chronic ulcer of skin, not elsewhere classified",24
2023,L98.8,Other specified disorders of skin and subcutaneous tissue,12
2023,L98.9,"Disorder of skin and subcutaneous tissue, unspecified",24
2023,M00.9,"Pyogenic arthritis, unspecified",37
2023,M06.9,"Rheumatoid arthritis, unspecified",54
2023,M13.9,"Arthritis, unspecified",11
2023,M31.1,Thrombotic microangiopathy,27
2023,M32.1,Systemic lupus erythematosus with organ or system involvement,22
2023,M34.8,Other forms of systemic sclerosis,22
2023,M35.0,Sicca syndrome [Sjogren],14
2023,M46.2,Osteomyelitis of vertebra,71
2023,M46.4,"Discitis, unspecified",15
2023,M48.0,Spinal stenosis,10
2023,M48.9,"Spondylopathy, unspecified",11
2023,M60.0,Infective myositis,10
2023,M62.2,Ischaemic infarction of muscle,13
2023,M62.5,"Muscle wasting and atrophy, not elsewhere classified",28
2023,M62.8,Other specified disorders of muscle,53
2023,M72.6,Necrotizing fasciitis,59
2023,M80.9,Unspecified osteoporosis with pathological fracture,10
2023,M84.4,"Pathological fracture, not elsewhere classified",22
2023,M86.6,Other chronic osteomyelitis,16
2023,M86.9,"Osteomyelitis, unspecified",143
2023,M89.9,"Disorder of bone, unspecified",14
2023,N00.9,"Acute nephritic syndrome, unspecified",33
2023,N12,"Tubulo-interstitial nephritis, not specified as acute or chronic",53
2023,N13.3,Other and unspecified hydronephrosis,26
2023,N13.9,"Obstructive and reflux uropathy, unspecified",41
2023,N17.9,"Acute renal failure, unspecified",29
2023,N18.3,"Chronic kidney disease, stage 3",16
2023,N18.4,"Chronic kidney disease, stage 4",17
2023,N18.5,"Chronic kidney disease, stage 5",573
2023,N18.9,"Chronic renal failure, unspecified",209
2023,N20.0,Calculus of kidney,44
2023,N20.1,Calculus of ureter,18
2023,N28.8,Other specified disorders of kidney and ureter,47
2023,N28.9,"Disorder of kidney and ureter, unspecified",37
2023,N32.1,Vesicointestinal fistula,16
2023,N32.9,"Bladder disorder, unspecified",34
2023,N39.0,"Urinary tract infection, site not specified",507
2023,N40,Hyperplasia of prostate,57
2023,N42.9,"Disorder of prostate, unspecified",16
2023,N49.8,Inflammatory disorders of other specified male genital organs,36
2023,N63,Unspecified lump in breast,30
2023,N73.9,"Female pelvic inflammatory disease, unspecified",16
2023,N85.9,"Noninflammatory disorder of uterus, unspecified",11
2023,O96.1,Death from indirect obstetric cause occurring more than 42 days but less than one year after delivery,84
2023,O99.8,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",29
2023,Q24.9,"Congenital malformation of heart, unspecified",10
2023,Q27.3,Peripheral arteriovenous malformation,19
2023,Q61.3,"Polycystic kidney, unspecified",23
2023,U07.1,COVID-19,4169
2023,V87.7,Person injured in collision between other specified motor vehicles (traffic),23
2023,V89.2,"Person injured in unspecified motor-vehicle accident, traffic",46
2023,W01,"Fall on same level from slipping, tripping and stumbling",49
2023,W05,Fall involving wheelchair,25
2023,W06,Fall involving bed,61
2023,W07,Fall involving chair,13
2023,W10,Fall on and from stairs and steps,94
2023,W17,Other fall from one level to another,12
2023,W18,Other fall on same level,1213
2023,W19,Unspecified fall,1175
2023,W65,Drowning and submersion while in bath-tub,13
2023,W78,Inhalation of gastric contents,18
2023,W79,Inhalation and ingestion of food causing obstruction of respiratory tract,34
2023,W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract,211
2023,X00,Exposure to uncontrolled fire in building or structure,22
2023,X30,Exposure to excessive natural heat,15
2023,X31,Exposure to excessive natural cold,18
2023,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",80
2023,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",139
2023,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",218
2023,X45,Accidental poisoning by and exposure to alcohol,15
2023,X59.0,Exposure to unspecified factor causing fracture,84
2023,X59.9,Exposure to unspecified factor causing other and unspecified injury,139
2023,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",26
2023,X67,Intentional self-poisoning by and exposure to other gases and vapours,10
2023,X70,"Intentional self-harm by hanging, strangulation and suffocation",22
2023,X72,Intentional self-harm by handgun discharge,58
2023,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",10
2023,X74,Intentional self-harm by other and unspecified firearm discharge,144
2023,Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",10
2023,Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",10
2023,Y57.9,"Drug or medicament, unspecified",13
2023,Y83.1,Surgical operation with implant of artificial internal device,12
2023,Y83.3,Surgical operation with formation of external stoma,18
2023,Y83.6,Removal of other organ (partial) (total),14
2023,Y83.9,"Surgical procedure, unspecified",21
2023,Y84.6,Urinary catheterization,11
2023,Y84.8,Other medical procedures,32
2023,Y85.0,Sequelae of motor-vehicle accident,15
2023,Y86,Sequelae of other accidents,75
2024,A04.7,Enterocolitis due to Clostridium difficile,251
2024,A09.0,Other and unspecified gastroenteritis and colitis of infectious origin,32
2024,A09.9,Gastroenteritis and colitis of unspecified origin,155
2024,A31.0,Pulmonary mycobacterial infection,16
2024,A41.0,Septicaemia due to Staphylococcus aureus,11
2024,A41.5,Septicaemia due to other Gram-negative organisms,48
2024,A41.9,"Septicaemia, unspecified",1869
2024,A48.1,Legionnaires disease,22
2024,A49.0,"Staphylococcal infection, unspecified",45
2024,A49.1,"Streptococcal infection, unspecified",35
2024,A49.8,Other bacterial infections of unspecified site,54
2024,A49.9,"Bacterial infection, unspecified",72
2024,A81.0,Creutzfeldt-Jakob disease - CJD,11
2024,A92.3,West Nile fever,10
2024,B00.4,Herpesviral encephalitis,10
2024,B16.9,Acute hepatitis B without delta-agent and without hepatic coma,30
2024,B18.2,Chronic viral hepatitis C,140
2024,B21.2,HIV disease with other types of non-Hodgkin lymphoma,14
2024,B21.7,HIV disease resulting in multiple malignant neoplasms,10
2024,B21.8,HIV disease resulting in other malignant neoplasms,29
2024,B21.9,HIV disease resulting in unspecified malignant neoplasm,17
2024,B22.7,HIV disease resulting in multiple diseases classified elsewhere,62
2024,B23.8,HIV disease resulting in other specified conditions,61
2024,B27.0,Gammaherpesviral mononucleosis,15
2024,B34.2,"Coronavirus infection, unspecified",15
2024,B34.8,Other viral infections of unspecified site,127
2024,B34.9,"Viral infection, unspecified",15
2024,B37.7,Candidal septicaemia,16
2024,B44.1,Other pulmonary aspergillosis,11
2024,B49,Unspecified mycosis,34
2024,B59,Pneumocystosis,42
2024,B94.8,Sequelae of other specified infectious and parasitic diseases,19
2024,B99,Other and unspecified infectious diseases,31
2024,C00.9,"Lip, unspecified - Malignant neoplasms",69
2024,C01,Malignant neoplasm of base of tongue,240
2024,C02.1,Border of tongue - Malignant neoplasms,15
2024,C02.8,Overlapping lesion of tongue - Malignant neoplasms,14
2024,C02.9,"Tongue, unspecified - Malignant neoplasms",2273
2024,C03.0,Upper gum - Malignant neoplasms,40
2024,C03.1,Lower gum - Malignant neoplasms,12
2024,C03.9,"Gum, unspecified - Malignant neoplasms",34
2024,C04.9,"Floor of mouth, unspecified - Malignant neoplasms",76
2024,C05.0,Hard palate - Malignant neoplasms,56
2024,C05.1,Soft palate - Malignant neoplasms,67
2024,C05.9,"Palate, unspecified - Malignant neoplasms",59
2024,C06.0,Cheek mucosa - Malignant neoplasms,81
2024,C06.2,Retromolar area - Malignant neoplasms,37
2024,C06.9,"Mouth, unspecified - Malignant neoplasms",1026
2024,C07,Malignant neoplasm of parotid gland,591
2024,C08.0,Submandibular gland - Malignant neoplasms,61
2024,C08.9,"Major salivary gland, unspecified - Malignant neoplasms",246
2024,C09.0,Tonsillar fossa - Malignant neoplasms,27
2024,C09.1,Tonsillar pillar (anterior)(posterior) - Malignant neoplasms,11
2024,C09.9,"Tonsil, unspecified - Malignant neoplasms",914
2024,C10.0,Vallecula - Malignant neoplasms,10
2024,C10.8,Overlapping lesion of oropharynx - Malignant neoplasms,16
2024,C10.9,"Oropharynx, unspecified - Malignant neoplasms",1478
2024,C11.1,Posterior wall of nasopharynx - Malignant neoplasms,22
2024,C11.9,"Nasopharynx, unspecified - Malignant neoplasms",455
2024,C12,Malignant neoplasm of pyriform sinus,45
2024,C13.9,"Hypopharynx, unspecified - Malignant neoplasms",307
2024,C14.0,"Pharynx, unspecified - Malignant neoplasms",991
2024,C15.3,Upper third of oesophagus - Malignant neoplasms,24
2024,C15.4,Middle third of oesophagus - Malignant neoplasms,32
2024,C15.5,Lower third of oesophagus - Malignant neoplasms,346
2024,C15.8,Overlapping lesion of oesophagus - Malignant neoplasms,30
2024,C15.9,"Oesophagus, unspecified - Malignant neoplasms",11993
2024,C16.0,Cardia - Malignant neoplasms,1007
2024,C16.1,Fundus of stomach - Malignant neoplasms,26
2024,C16.2,Body of stomach - Malignant neoplasms,45
2024,C16.3,Pyloric antrum - Malignant neoplasms,59
2024,C16.4,Pylorus - Malignant neoplasms,21
2024,C16.8,Overlapping lesion of stomach - Malignant neoplasms,32
2024,C16.9,"Stomach, unspecified - Malignant neoplasms",7373
2024,C17.0,Duodenum - Malignant neoplasms,852
2024,C17.1,Jejunum - Malignant neoplasms,88
2024,C17.2,Ileum - Malignant neoplasms,102
