cause,year,month,age,status,dead,pop,asmr,noted_as_unreliable,asmr_low,asmr_high
Non-COVID-19 deaths,2022,October,60-69,Unvaccinated,240,20938,1211.9,,1056.7,1367.1
Non-COVID-19 deaths,2022,October,60-69,"First dose, less than 21 days ago",<3,7,,,,
Non-COVID-19 deaths,2022,October,60-69,"First dose, at least 21 days ago",63,2803,2398.8,,1832.7,3081.8
Non-COVID-19 deaths,2022,October,60-69,"Second dose, less than 21 days ago",<3,13,,,,
Non-COVID-19 deaths,2022,October,60-69,"Second dose, at least 21 days ago",365,25884,1547.9,,1385.5,1710.2
Non-COVID-19 deaths,2022,October,60-69,"Third dose or booster, less than 21 days ago",<3,10,,,,
Non-COVID-19 deaths,2022,October,60-69,"Third dose or booster, at least 21 days ago",2494,266312,1041.4,,999.3,1083.4
Non-COVID-19 deaths,2022,October,60-69,"Fourth dose or booster, less than 21 days ago",292,121519,234.3,,206.7,261.8
Non-COVID-19 deaths,2022,October,60-69,"Fourth dose or booster, at least 21 days ago",954,69199,1408.5,,1311.6,1505.3
Non-COVID-19 deaths,2022,October,70-79,Unvaccinated,282,10088,2840.7,,2508.2,3173.3
Non-COVID-19 deaths,2022,October,70-79,"First dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2022,October,70-79,"First dose, at least 21 days ago",64,1176,5510.4,,4239.8,7041.2
Non-COVID-19 deaths,2022,October,70-79,"Second dose, less than 21 days ago",<3,6,,,,
Non-COVID-19 deaths,2022,October,70-79,"Second dose, at least 21 days ago",417,9408,4588.3,,4144.3,5032.2
Non-COVID-19 deaths,2022,October,70-79,"Third dose or booster, less than 21 days ago",<3,5,,,,
Non-COVID-19 deaths,2022,October,70-79,"Third dose or booster, at least 21 days ago",3287,93265,4424.8,,4250.4,4599.2
Non-COVID-19 deaths,2022,October,70-79,"Fourth dose or booster, less than 21 days ago",476,78715,1124.8,,983.6,1266.0
Non-COVID-19 deaths,2022,October,70-79,"Fourth dose or booster, at least 21 days ago",4827,212744,2099.6,,2029.2,2170.1
Non-COVID-19 deaths,2022,October,80-89,Unvaccinated,312,4199,7397.1,,6576.2,8218.1
Non-COVID-19 deaths,2022,October,80-89,"First dose, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2022,October,80-89,"First dose, at least 21 days ago",61,499,12094.5,,9245.9,15542.4
Non-COVID-19 deaths,2022,October,80-89,"Second dose, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2022,October,80-89,"Second dose, at least 21 days ago",415,3729,11061.1,,9995.8,12126.4
Non-COVID-19 deaths,2022,October,80-89,"Third dose or booster, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2022,October,80-89,"Third dose or booster, at least 21 days ago",2559,17028,14869.8,,14293.1,15446.6
Non-COVID-19 deaths,2022,October,80-89,"Fourth dose or booster, less than 21 days ago",347,5122,6636.0,,5935.8,7336.3
Non-COVID-19 deaths,2022,October,80-89,"Fourth dose or booster, at least 21 days ago",10211,160454,6336.2,,6213.3,6459.1
Non-COVID-19 deaths,2022,October,90+,Unvaccinated,192,1047,18339.1,,15836.6,21124.8
Non-COVID-19 deaths,2022,October,90+,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2022,October,90+,"First dose, at least 21 days ago",53,142,37289.8,,27930.5,48777.1
Non-COVID-19 deaths,2022,October,90+,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,October,90+,"Second dose, at least 21 days ago",237,882,26871.9,,23559.2,30519.9
Non-COVID-19 deaths,2022,October,90+,"Third dose or booster, less than 21 days ago",3,1,348964.7,u,70136.2,1019615.2
Non-COVID-19 deaths,2022,October,90+,"Third dose or booster, at least 21 days ago",1285,3976,32315.3,,30572.3,34131.7
Non-COVID-19 deaths,2022,October,90+,"Fourth dose or booster, less than 21 days ago",244,1279,19081.3,,16761.9,21631.9
Non-COVID-19 deaths,2022,October,90+,"Fourth dose or booster, at least 21 days ago",7025,34000,20661.9,,20181.5,21150.8
Non-COVID-19 deaths,2022,November,18-39,Unvaccinated,82,201521,43.1,,34.2,53.6
Non-COVID-19 deaths,2022,November,18-39,"First dose, less than 21 days ago",<3,118,,,,
Non-COVID-19 deaths,2022,November,18-39,"First dose, at least 21 days ago",26,42750,73.0,,46.6,108.5
Non-COVID-19 deaths,2022,November,18-39,"Second dose, less than 21 days ago",<3,282,,,,
Non-COVID-19 deaths,2022,November,18-39,"Second dose, at least 21 days ago",92,284832,34.4,,27.7,42.2
Non-COVID-19 deaths,2022,November,18-39,"Third dose or booster, less than 21 days ago",<3,28,,,,
Non-COVID-19 deaths,2022,November,18-39,"Third dose or booster, at least 21 days ago",137,533403,24.9,,20.7,29.1
Non-COVID-19 deaths,2022,November,18-39,"Fourth dose or booster, less than 21 days ago",5,15868,29.7,u,9.4,69.8
Non-COVID-19 deaths,2022,November,18-39,"Fourth dose or booster, at least 21 days ago",68,44185,148.1,,110.6,192.9
Non-COVID-19 deaths,2022,November,40-49,Unvaccinated,89,57150,162.6,,130.3,200.5
Non-COVID-19 deaths,2022,November,40-49,"First dose, less than 21 days ago",<3,17,,,,
Non-COVID-19 deaths,2022,November,40-49,"First dose, at least 21 days ago",28,9258,318.3,,210.2,461.9
Non-COVID-19 deaths,2022,November,40-49,"Second dose, less than 21 days ago",<3,43,,,,
Non-COVID-19 deaths,2022,November,40-49,"Second dose, at least 21 days ago",151,86396,182.0,,152.7,211.2
Non-COVID-19 deaths,2022,November,40-49,"Third dose or booster, less than 21 days ago",<3,8,,,,
Non-COVID-19 deaths,2022,November,40-49,"Third dose or booster, at least 21 days ago",301,320893,94.0,,83.4,104.6
Non-COVID-19 deaths,2022,November,40-49,"Fourth dose or booster, less than 21 days ago",21,15927,126.1,,77.5,193.5
Non-COVID-19 deaths,2022,November,40-49,"Fourth dose or booster, at least 21 days ago",114,48260,231.5,,188.5,274.4
Non-COVID-19 deaths,2022,November,50-59,Unvaccinated,173,37394,466.6,,397.0,536.2
Non-COVID-19 deaths,2022,November,50-59,"First dose, less than 21 days ago",<3,11,,,,
Non-COVID-19 deaths,2022,November,50-59,"First dose, at least 21 days ago",60,5755,1068.9,,814.8,1377.0
Non-COVID-19 deaths,2022,November,50-59,"Second dose, less than 21 days ago",<3,25,,,,
Non-COVID-19 deaths,2022,November,50-59,"Second dose, at least 21 days ago",277,55129,515.6,,454.6,576.6
Non-COVID-19 deaths,2022,November,50-59,"Third dose or booster, less than 21 days ago",<3,9,,,,
Non-COVID-19 deaths,2022,November,50-59,"Third dose or booster, at least 21 days ago",908,244007,374.7,,350.3,399.0
Non-COVID-19 deaths,2022,November,50-59,"Fourth dose or booster, less than 21 days ago",102,100993,99.4,,79.9,118.8
Non-COVID-19 deaths,2022,November,50-59,"Fourth dose or booster, at least 21 days ago",529,150566,340.2,,310.7,369.7
Non-COVID-19 deaths,2022,November,60-69,Unvaccinated,241,20356,1227.6,,1070.6,1384.5
Non-COVID-19 deaths,2022,November,60-69,"First dose, less than 21 days ago",<3,6,,,,
Non-COVID-19 deaths,2022,November,60-69,"First dose, at least 21 days ago",64,2724,2467.9,,1889.4,3164.8
Non-COVID-19 deaths,2022,November,60-69,"Second dose, less than 21 days ago",<3,11,,,,
Non-COVID-19 deaths,2022,November,60-69,"Second dose, at least 21 days ago",370,25233,1563.1,,1400.0,1726.3
Non-COVID-19 deaths,2022,November,60-69,"Third dose or booster, less than 21 days ago",<3,5,,,,
Non-COVID-19 deaths,2022,November,60-69,"Third dose or booster, at least 21 days ago",1733,127732,1530.2,,1455.6,1604.8
Non-COVID-19 deaths,2022,November,60-69,"Fourth dose or booster, less than 21 days ago",214,77719,324.0,,278.7,369.3
Non-COVID-19 deaths,2022,November,60-69,"Fourth dose or booster, at least 21 days ago",1643,237415,669.2,,636.2,702.2
Non-COVID-19 deaths,2022,November,70-79,Unvaccinated,293,9790,3060.8,,2709.4,3412.2
Non-COVID-19 deaths,2022,November,70-79,"First dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2022,November,70-79,"First dose, at least 21 days ago",60,1136,5473.0,,4172.9,7049.2
Non-COVID-19 deaths,2022,November,70-79,"Second dose, less than 21 days ago",<3,5,,,,
Non-COVID-19 deaths,2022,November,70-79,"Second dose, at least 21 days ago",412,9145,4679.0,,4223.6,5134.4
Non-COVID-19 deaths,2022,November,70-79,"Third dose or booster, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2022,November,70-79,"Third dose or booster, at least 21 days ago",2413,43780,5993.0,,5741.6,6244.4
Non-COVID-19 deaths,2022,November,70-79,"Fourth dose or booster, less than 21 days ago",270,24080,1701.5,,1443.5,1959.6
Non-COVID-19 deaths,2022,November,70-79,"Fourth dose or booster, at least 21 days ago",5908,304601,1839.6,,1792.1,1887.1
Non-COVID-19 deaths,2022,November,80-89,Unvaccinated,324,4060,7929.2,,7065.6,8792.8
Non-COVID-19 deaths,2022,November,80-89,"First dose, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2022,November,80-89,"First dose, at least 21 days ago",68,480,13931.0,,10812.6,17667.2
Non-COVID-19 deaths,2022,November,80-89,"Second dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2022,November,80-89,"Second dose, at least 21 days ago",369,3606,10104.9,,9072.8,11137.0
Non-COVID-19 deaths,2022,November,80-89,"Third dose or booster, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,November,80-89,"Third dose or booster, at least 21 days ago",1909,11955,15856.6,,15144.9,16568.2
Non-COVID-19 deaths,2022,November,80-89,"Fourth dose or booster, less than 21 days ago",158,2544,6132.8,,5173.4,7092.1
Non-COVID-19 deaths,2022,November,80-89,"Fourth dose or booster, at least 21 days ago",10552,162660,6453.9,,6330.7,6577.0
Non-COVID-19 deaths,2022,November,90+,Unvaccinated,179,1006,17791.6,,15280.5,20597.6
Non-COVID-19 deaths,2022,November,90+,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,November,90+,"First dose, at least 21 days ago",38,136,27973.3,,19792.9,38396.8
Non-COVID-19 deaths,2022,November,90+,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,November,90+,"Second dose, at least 21 days ago",231,848,27231.4,,23832.5,30979.0
Non-COVID-19 deaths,2022,November,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2022,November,90+,"Third dose or booster, at least 21 days ago",906,2683,33762.7,,31599.7,36034.8
Non-COVID-19 deaths,2022,November,90+,"Fourth dose or booster, less than 21 days ago",100,660,15147.9,,12324.6,18424.2
Non-COVID-19 deaths,2022,November,90+,"Fourth dose or booster, at least 21 days ago",7245,34661,20902.7,,20424.1,21389.6
Non-COVID-19 deaths,2022,December,18-39,Unvaccinated,78,208586,40.2,,31.7,50.3
Non-COVID-19 deaths,2022,December,18-39,"First dose, less than 21 days ago",<3,85,,,,
Non-COVID-19 deaths,2022,December,18-39,"First dose, at least 21 days ago",19,44417,56.6,u,33.4,89.3
Non-COVID-19 deaths,2022,December,18-39,"Second dose, less than 21 days ago",<3,224,,,,
Non-COVID-19 deaths,2022,December,18-39,"Second dose, at least 21 days ago",99,295439,35.1,,28.5,42.9
Non-COVID-19 deaths,2022,December,18-39,"Third dose or booster, less than 21 days ago",<3,13,,,,
Non-COVID-19 deaths,2022,December,18-39,"Third dose or booster, at least 21 days ago",186,538362,33.0,,28.2,37.8
Non-COVID-19 deaths,2022,December,18-39,"Fourth dose or booster, less than 21 days ago",6,6452,96.1,u,31.6,216.0
Non-COVID-19 deaths,2022,December,18-39,"Fourth dose or booster, at least 21 days ago",89,66527,139.9,,109.9,175.0
Non-COVID-19 deaths,2022,December,40-49,Unvaccinated,101,59269,177.1,,142.2,212.0
Non-COVID-19 deaths,2022,December,40-49,"First dose, less than 21 days ago",<3,11,,,,
Non-COVID-19 deaths,2022,December,40-49,"First dose, at least 21 days ago",31,9583,341.8,,230.8,486.9
Non-COVID-19 deaths,2022,December,40-49,"Second dose, less than 21 days ago",<3,35,,,,
Non-COVID-19 deaths,2022,December,40-49,"Second dose, at least 21 days ago",130,89664,153.6,,127.0,180.2
Non-COVID-19 deaths,2022,December,40-49,"Third dose or booster, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2022,December,40-49,"Third dose or booster, at least 21 days ago",309,320843,96.7,,85.9,107.5
Non-COVID-19 deaths,2022,December,40-49,"Fourth dose or booster, less than 21 days ago",13,6028,217.9,u,114.9,374.2
Non-COVID-19 deaths,2022,December,40-49,"Fourth dose or booster, at least 21 days ago",233,70396,321.9,,280.2,363.7
Non-COVID-19 deaths,2022,December,50-59,Unvaccinated,261,38742,682.4,,599.5,765.3
Non-COVID-19 deaths,2022,December,50-59,"First dose, less than 21 days ago",<3,7,,,,
Non-COVID-19 deaths,2022,December,50-59,"First dose, at least 21 days ago",56,5956,970.3,,732.2,1261.0
Non-COVID-19 deaths,2022,December,50-59,"Second dose, less than 21 days ago",<3,18,,,,
Non-COVID-19 deaths,2022,December,50-59,"Second dose, at least 21 days ago",336,57203,602.1,,537.5,666.7
Non-COVID-19 deaths,2022,December,50-59,"Third dose or booster, less than 21 days ago",<3,4,,,,
Non-COVID-19 deaths,2022,December,50-59,"Third dose or booster, at least 21 days ago",867,198554,440.5,,411.2,469.9
Non-COVID-19 deaths,2022,December,50-59,"Fourth dose or booster, less than 21 days ago",38,27667,137.6,,97.4,188.9
Non-COVID-19 deaths,2022,December,50-59,"Fourth dose or booster, at least 21 days ago",937,285263,315.5,,295.1,335.9
Non-COVID-19 deaths,2022,December,60-69,Unvaccinated,320,21135,1539.8,,1368.9,1710.8
Non-COVID-19 deaths,2022,December,60-69,"First dose, less than 21 days ago",<3,4,,,,
Non-COVID-19 deaths,2022,December,60-69,"First dose, at least 21 days ago",88,2823,3258.7,,2600.8,4029.8
Non-COVID-19 deaths,2022,December,60-69,"Second dose, less than 21 days ago",<3,8,,,,
Non-COVID-19 deaths,2022,December,60-69,"Second dose, at least 21 days ago",500,26258,2036.7,,1853.9,2219.5
Non-COVID-19 deaths,2022,December,60-69,"Third dose or booster, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2022,December,60-69,"Third dose or booster, at least 21 days ago",1715,101452,1870.6,,1779.3,1961.9
Non-COVID-19 deaths,2022,December,60-69,"Fourth dose or booster, less than 21 days ago",103,15049,807.7,,643.6,971.9
Non-COVID-19 deaths,2022,December,60-69,"Fourth dose or booster, at least 21 days ago",2847,341719,823.8,,793.5,854.1
Non-COVID-19 deaths,2022,December,70-79,Unvaccinated,427,10142,4294.4,,3886.0,4702.9
Non-COVID-19 deaths,2022,December,70-79,"First dose, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2022,December,70-79,"First dose, at least 21 days ago",91,1174,7950.6,,6396.4,9767.2
Non-COVID-19 deaths,2022,December,70-79,"Second dose, less than 21 days ago",<3,4,,,,
Non-COVID-19 deaths,2022,December,70-79,"Second dose, at least 21 days ago",529,9485,5787.8,,5290.8,6284.8
Non-COVID-19 deaths,2022,December,70-79,"Third dose or booster, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,December,70-79,"Third dose or booster, at least 21 days ago",2248,36376,6579.4,,6299.4,6859.4
Non-COVID-19 deaths,2022,December,70-79,"Fourth dose or booster, less than 21 days ago",113,4274,3688.3,,2897.9,4478.8
Non-COVID-19 deaths,2022,December,70-79,"Fourth dose or booster, at least 21 days ago",8795,344204,2476.0,,2424.0,2528.0
Non-COVID-19 deaths,2022,December,80-89,Unvaccinated,401,4188,9534.9,,8601.5,10468.3
Non-COVID-19 deaths,2022,December,80-89,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,December,80-89,"First dose, at least 21 days ago",94,493,19132.0,,15453.8,23420.6
Non-COVID-19 deaths,2022,December,80-89,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,December,80-89,"Second dose, at least 21 days ago",585,3715,15591.2,,14326.6,16855.8
Non-COVID-19 deaths,2022,December,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2022,December,80-89,"Third dose or booster, at least 21 days ago",1900,10938,17296.9,,16519.0,18074.8
Non-COVID-19 deaths,2022,December,80-89,"Fourth dose or booster, less than 21 days ago",96,702,13195.0,,10670.9,16133.1
Non-COVID-19 deaths,2022,December,80-89,"Fourth dose or booster, at least 21 days ago",15212,171664,8818.1,,8678.0,8958.3
Non-COVID-19 deaths,2022,December,90+,Unvaccinated,311,1029,30234.8,,26967.4,33788.9
Non-COVID-19 deaths,2022,December,90+,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,December,90+,"First dose, at least 21 days ago",43,138,31244.6,,22609.5,42087.6
Non-COVID-19 deaths,2022,December,90+,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2022,December,90+,"Second dose, at least 21 days ago",330,868,38009.1,,34018.2,42339.5
Non-COVID-19 deaths,2022,December,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2022,December,90+,"Third dose or booster, at least 21 days ago",992,2335,42487.4,,39884.2,45215.9
Non-COVID-19 deaths,2022,December,90+,"Fourth dose or booster, less than 21 days ago",56,220,25489.4,,19253.1,33100.9
Non-COVID-19 deaths,2022,December,90+,"Fourth dose or booster, at least 21 days ago",10753,36598,29381.3,,28828.6,29942.0
Non-COVID-19 deaths,2023,January,18-39,Unvaccinated,61,208947,31.1,,23.8,40.1
Non-COVID-19 deaths,2023,January,18-39,"First dose, less than 21 days ago",<3,90,,,,
Non-COVID-19 deaths,2023,January,18-39,"First dose, at least 21 days ago",18,44678,53.3,u,31.3,84.7
Non-COVID-19 deaths,2023,January,18-39,"Second dose, less than 21 days ago",<3,184,,,,
Non-COVID-19 deaths,2023,January,18-39,"Second dose, at least 21 days ago",76,296418,27.2,,21.4,34.1
Non-COVID-19 deaths,2023,January,18-39,"Third dose or booster, less than 21 days ago",<3,10,,,,
Non-COVID-19 deaths,2023,January,18-39,"Third dose or booster, at least 21 days ago",131,533222,23.8,,19.7,27.9
Non-COVID-19 deaths,2023,January,18-39,"Fourth dose or booster, less than 21 days ago",<3,2005,,,,
Non-COVID-19 deaths,2023,January,18-39,"Fourth dose or booster, at least 21 days ago",90,74124,106.0,,84.1,131.5
Non-COVID-19 deaths,2023,January,40-49,Unvaccinated,80,59492,136.6,,108.0,170.3
Non-COVID-19 deaths,2023,January,40-49,"First dose, less than 21 days ago",<3,13,,,,
Non-COVID-19 deaths,2023,January,40-49,"First dose, at least 21 days ago",36,9601,411.3,,286.8,571.1
Non-COVID-19 deaths,2023,January,40-49,"Second dose, less than 21 days ago",<3,25,,,,
Non-COVID-19 deaths,2023,January,40-49,"Second dose, at least 21 days ago",125,90025,145.8,,120.1,171.6
Non-COVID-19 deaths,2023,January,40-49,"Third dose or booster, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2023,January,40-49,"Third dose or booster, at least 21 days ago",265,317681,83.8,,73.7,93.9
Non-COVID-19 deaths,2023,January,40-49,"Fourth dose or booster, less than 21 days ago",3,1763,165.5,u,32.9,486.7
Non-COVID-19 deaths,2023,January,40-49,"Fourth dose or booster, at least 21 days ago",193,77143,246.5,,211.4,281.6
Non-COVID-19 deaths,2023,January,50-59,Unvaccinated,227,38847,596.8,,519.0,674.5
Non-COVID-19 deaths,2023,January,50-59,"First dose, less than 21 days ago",<3,7,,,,
Non-COVID-19 deaths,2023,January,50-59,"First dose, at least 21 days ago",61,5969,1048.1,,800.9,1347.4
Non-COVID-19 deaths,2023,January,50-59,"Second dose, less than 21 days ago",<3,13,,,,
Non-COVID-19 deaths,2023,January,50-59,"Second dose, at least 21 days ago",301,57455,537.4,,476.4,598.3
Non-COVID-19 deaths,2023,January,50-59,"Third dose or booster, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2023,January,50-59,"Third dose or booster, at least 21 days ago",687,188710,367.8,,340.2,395.3
Non-COVID-19 deaths,2023,January,50-59,"Fourth dose or booster, less than 21 days ago",9,5886,160.0,u,72.8,304.3
Non-COVID-19 deaths,2023,January,50-59,"Fourth dose or booster, at least 21 days ago",956,316149,293.9,,275.1,312.7
Non-COVID-19 deaths,2023,January,60-69,Unvaccinated,273,21236,1340.8,,1179.7,1501.9
Non-COVID-19 deaths,2023,January,60-69,"First dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2023,January,60-69,"First dose, at least 21 days ago",68,2831,2537.1,,1959.2,3229.4
Non-COVID-19 deaths,2023,January,60-69,"Second dose, less than 21 days ago",<3,6,,,,
Non-COVID-19 deaths,2023,January,60-69,"Second dose, at least 21 days ago",365,26459,1480.5,,1325.0,1636.0
Non-COVID-19 deaths,2023,January,60-69,"Third dose or booster, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,January,60-69,"Third dose or booster, at least 21 days ago",1299,97026,1481.6,,1398.7,1564.5
Non-COVID-19 deaths,2023,January,60-69,"Fourth dose or booster, less than 21 days ago",18,2613,857.6,u,491.3,1379.6
Non-COVID-19 deaths,2023,January,60-69,"Fourth dose or booster, at least 21 days ago",2804,359166,773.5,,744.8,802.1
Non-COVID-19 deaths,2023,January,70-79,Unvaccinated,337,10163,3368.3,,3007.6,3728.9
Non-COVID-19 deaths,2023,January,70-79,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,January,70-79,"First dose, at least 21 days ago",64,1174,5594.2,,4304.1,7148.5
Non-COVID-19 deaths,2023,January,70-79,"Second dose, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2023,January,70-79,"Second dose, at least 21 days ago",462,9513,5011.9,,4551.3,5472.4
Non-COVID-19 deaths,2023,January,70-79,"Third dose or booster, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,January,70-79,"Third dose or booster, at least 21 days ago",1707,35171,5140.7,,4890.5,5390.9
Non-COVID-19 deaths,2023,January,70-79,"Fourth dose or booster, less than 21 days ago",25,695,4606.8,,2789.7,7059.0
Non-COVID-19 deaths,2023,January,70-79,"Fourth dose or booster, at least 21 days ago",7998,348867,2230.0,,2181.0,2279.1
Non-COVID-19 deaths,2023,January,80-89,Unvaccinated,380,4174,9062.5,,8151.2,9973.8
Non-COVID-19 deaths,2023,January,80-89,"First dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,January,80-89,"First dose, at least 21 days ago",81,489,16381.6,,13002.2,20369.3
Non-COVID-19 deaths,2023,January,80-89,"Second dose, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,January,80-89,"Second dose, at least 21 days ago",503,3693,13488.5,,12308.8,14668.3
Non-COVID-19 deaths,2023,January,80-89,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,January,80-89,"Third dose or booster, at least 21 days ago",1497,10604,14067.1,,13354.4,14779.8
Non-COVID-19 deaths,2023,January,80-89,"Fourth dose or booster, less than 21 days ago",26,136,18847.0,,12285.9,27649.3
Non-COVID-19 deaths,2023,January,80-89,"Fourth dose or booster, at least 21 days ago",14165,172568,8166.5,,8032.0,8301.0
Non-COVID-19 deaths,2023,January,90+,Unvaccinated,252,1014,24851.3,,21877.3,28116.7
Non-COVID-19 deaths,2023,January,90+,"First dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,January,90+,"First dose, at least 21 days ago",47,136,34533.8,,25371.8,45923.9
Non-COVID-19 deaths,2023,January,90+,"Second dose, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,January,90+,"Second dose, at least 21 days ago",264,857,30787.4,,27185.1,34734.3
Non-COVID-19 deaths,2023,January,90+,"Third dose or booster, less than 21 days ago",<3,0,,,,
Non-COVID-19 deaths,2023,January,90+,"Third dose or booster, at least 21 days ago",766,2214,34593.9,,32187.0,37133.0
Non-COVID-19 deaths,2023,January,90+,"Fourth dose or booster, less than 21 days ago",7,42,16566.8,u,6637.1,34135.6
Non-COVID-19 deaths,2023,January,90+,"Fourth dose or booster, at least 21 days ago",9956,36597,27204.6,,26672.8,27744.3
Non-COVID-19 deaths,2023,February,18-39,Unvaccinated,45,189010,25.3,,18.4,33.9
Non-COVID-19 deaths,2023,February,18-39,"First dose, less than 21 days ago",<3,82,,,,
Non-COVID-19 deaths,2023,February,18-39,"First dose, at least 21 days ago",7,40618,17.0,u,5.4,37.4
Non-COVID-19 deaths,2023,February,18-39,"Second dose, less than 21 days ago",<3,154,,,,
Non-COVID-19 deaths,2023,February,18-39,"Second dose, at least 21 days ago",72,268473,28.6,,22.3,36.1
Non-COVID-19 deaths,2023,February,18-39,"Third dose or booster, less than 21 days ago",<3,11,,,,
Non-COVID-19 deaths,2023,February,18-39,"Third dose or booster, at least 21 days ago",83,478182,16.4,,13.1,20.4
Non-COVID-19 deaths,2023,February,18-39,"Fourth dose or booster, less than 21 days ago",<3,1267,,,,
Non-COVID-19 deaths,2023,February,18-39,"Fourth dose or booster, at least 21 days ago",75,69009,105.8,,81.1,135.1
Non-COVID-19 deaths,2023,February,40-49,Unvaccinated,77,53954,150.4,,118.4,188.4
Non-COVID-19 deaths,2023,February,40-49,"First dose, less than 21 days ago",<3,12,,,,
Non-COVID-19 deaths,2023,February,40-49,"First dose, at least 21 days ago",19,8699,226.9,u,135.4,356.2
Non-COVID-19 deaths,2023,February,40-49,"Second dose, less than 21 days ago",<3,22,,,,
Non-COVID-19 deaths,2023,February,40-49,"Second dose, at least 21 days ago",93,81638,120.9,,97.4,148.4
Non-COVID-19 deaths,2023,February,40-49,"Third dose or booster, less than 21 days ago",<3,2,,,,
Non-COVID-19 deaths,2023,February,40-49,"Third dose or booster, at least 21 days ago",202,284888,71.2,,61.4,81.1
Non-COVID-19 deaths,2023,February,40-49,"Fourth dose or booster, less than 21 days ago",<3,1363,,,,
Non-COVID-19 deaths,2023,February,40-49,"Fourth dose or booster, at least 21 days ago",160,71292,224.3,,189.3,259.4
Non-COVID-19 deaths,2023,February,50-59,Unvaccinated,143,35190,413.0,,345.2,480.8
Non-COVID-19 deaths,2023,February,50-59,"First dose, less than 21 days ago",<3,6,,,,
Non-COVID-19 deaths,2023,February,50-59,"First dose, at least 21 days ago",33,5405,628.0,,431.7,882.8
Non-COVID-19 deaths,2023,February,50-59,"Second dose, less than 21 days ago",<3,11,,,,
Non-COVID-19 deaths,2023,February,50-59,"Second dose, at least 21 days ago",192,52152,377.0,,323.5,430.6
Non-COVID-19 deaths,2023,February,50-59,"Third dose or booster, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,February,50-59,"Third dose or booster, at least 21 days ago",565,167816,340.3,,312.2,368.4
Non-COVID-19 deaths,2023,February,50-59,"Fourth dose or booster, less than 21 days ago",7,2232,330.8,u,132.3,682.8
Non-COVID-19 deaths,2023,February,50-59,"Fourth dose or booster, at least 21 days ago",787,290492,263.5,,244.9,282.1
Non-COVID-19 deaths,2023,February,60-69,Unvaccinated,241,19293,1307.7,,1140.5,1474.9
Non-COVID-19 deaths,2023,February,60-69,"First dose, less than 21 days ago",<3,3,,,,
Non-COVID-19 deaths,2023,February,60-69,"First dose, at least 21 days ago",51,2574,2123.5,,1570.8,2804.6
Non-COVID-19 deaths,2023,February,60-69,"Second dose, less than 21 days ago",<3,6,,,,
Non-COVID-19 deaths,2023,February,60-69,"Second dose, at least 21 days ago",331,24095,1482.9,,1319.4,1646.3
Non-COVID-19 deaths,2023,February,60-69,"Third dose or booster, less than 21 days ago",<3,1,,,,
Non-COVID-19 deaths,2023,February,60-69,"Third dose or booster, at least 21 days ago",1027,86477,1304.8,,1222.7,1386.8
