ed,cause,month,age,status,dead,pop,asmr,unreliable,asmrlow,asmrhigh
9,Deaths involving COVID-19,2022-02,Total,Unvaccinated,284,522410,269.3,,236.3,302.2
9,Deaths involving COVID-19,2022-02,Total,"First dose, less than 21 days ago",2,11453,,,,
9,Deaths involving COVID-19,2022-02,Total,"First dose, at least 21 days ago",61,152027,389.7,,289.7,510.8
9,Deaths involving COVID-19,2022-02,Total,"Second dose, less than 21 days ago",1,31125,,,,
9,Deaths involving COVID-19,2022-02,Total,"Second dose, between 21 days and 6 months ago",17,257393,127.5,u,65.5,216.8
9,Deaths involving COVID-19,2022-02,Total,"Second dose, at least 6 months ago",399,288650,368.8,,331.3,406.2
9,Deaths involving COVID-19,2022-02,Total,"Third dose or booster, less than 21 days ago",14,41867,153.1,u,81.8,259.8
9,Deaths involving COVID-19,2022-02,Total,"Third dose or booster, at least 21 days ago",2125,2215777,64,,61.3,66.7
9,Deaths involving COVID-19,2022-02,Total,"Fourth dose or booster, less than 21 days ago",0,93,,,,
9,Deaths involving COVID-19,2022-02,Total,"Fourth dose or booster, at least 21 days ago",1,658,,,,
9,Deaths involving COVID-19,2022-02,Total,Ever vaccinated,2620,2999043,75.4,,72.5,78.3
9,Deaths involving COVID-19,2022-03,Total,Unvaccinated,234,573487,211,,182.7,239.2
9,Deaths involving COVID-19,2022-03,Total,"First dose, less than 21 days ago",1,5893,,,,
9,Deaths involving COVID-19,2022-03,Total,"First dose, at least 21 days ago",47,154431,298.4,,213.2,404.4
9,Deaths involving COVID-19,2022-03,Total,"Second dose, less than 21 days ago",1,20064,,,,
9,Deaths involving COVID-19,2022-03,Total,"Second dose, between 21 days and 6 months ago",22,232387,193.5,,112.4,305.1
9,Deaths involving COVID-19,2022-03,Total,"Second dose, at least 6 months ago",284,380312,245.6,,215.7,275.4
9,Deaths involving COVID-19,2022-03,Total,"Third dose or booster, less than 21 days ago",4,23962,,,,
9,Deaths involving COVID-19,2022-03,Total,"Third dose or booster, at least 21 days ago",2501,2499874,69.1,,66.4,71.8
9,Deaths involving COVID-19,2022-03,Total,"Fourth dose or booster, less than 21 days ago",3,8666,,,,
9,Deaths involving COVID-19,2022-03,Total,"Fourth dose or booster, at least 21 days ago",0,866,,,,
9,Deaths involving COVID-19,2022-03,Total,Ever vaccinated,2863,3326454,74.6,,71.9,77.4
9,Deaths involving COVID-19,2022-04,Total,Unvaccinated,225,553335,217,,187.7,246.3
9,Deaths involving COVID-19,2022-04,Total,"First dose, less than 21 days ago",1,3930,,,,
9,Deaths involving COVID-19,2022-04,Total,"First dose, at least 21 days ago",48,135285,310.6,,222.9,419.3
9,Deaths involving COVID-19,2022-04,Total,"Second dose, less than 21 days ago",0,14228,,,,
9,Deaths involving COVID-19,2022-04,Total,"Second dose, between 21 days and 6 months ago",14,201954,172.6,u,89.6,296.7
9,Deaths involving COVID-19,2022-04,Total,"Second dose, at least 6 months ago",254,391903,235.9,,205.4,266.3
9,Deaths involving COVID-19,2022-04,Total,"Third dose or booster, less than 21 days ago",3,17070,,,,
9,Deaths involving COVID-19,2022-04,Total,"Third dose or booster, at least 21 days ago",3197,2310727,128.1,,123.6,132.6
9,Deaths involving COVID-19,2022-04,Total,"Fourth dose or booster, less than 21 days ago",91,112462,41.4,,0.6,89.1
9,Deaths involving COVID-19,2022-04,Total,"Fourth dose or booster, at least 21 days ago",34,34415,24.5,,0.9,55
9,Deaths involving COVID-19,2022-04,Total,Ever vaccinated,3642,3221974,97.6,,94.4,100.8
9,Deaths involving COVID-19,2022-05,Total,Unvaccinated,97,571709,88.6,,71.1,109
9,Deaths involving COVID-19,2022-05,Total,"First dose, less than 21 days ago",0,2812,,,,
9,Deaths involving COVID-19,2022-05,Total,"First dose, at least 21 days ago",23,130012,144.6,,87.8,222.3
9,Deaths involving COVID-19,2022-05,Total,"Second dose, less than 21 days ago",0,10094,,,,
9,Deaths involving COVID-19,2022-05,Total,"Second dose, between 21 days and 6 months ago",9,194666,,,,
9,Deaths involving COVID-19,2022-05,Total,"Second dose, at least 6 months ago",122,415916,117.6,,95.7,139.5
9,Deaths involving COVID-19,2022-05,Total,"Third dose or booster, less than 21 days ago",0,15495,,,,
9,Deaths involving COVID-19,2022-05,Total,"Third dose or booster, at least 21 days ago",1170,2264840,80.3,,75.5,85.1
9,Deaths involving COVID-19,2022-05,Total,"Fourth dose or booster, less than 21 days ago",60,91444,14,,4.6,25.4
9,Deaths involving COVID-19,2022-05,Total,"Fourth dose or booster, at least 21 days ago",138,205295,58.7,,-18,135.5
9,Deaths involving COVID-19,2022-05,Total,Ever vaccinated,1522,3330575,39.4,,37.4,41.4
9,Deaths involving COVID-19,2022-06,Total,Unvaccinated,65,555271,63.1,,48.2,81
9,Deaths involving COVID-19,2022-06,Total,"First dose, less than 21 days ago",0,1523,,,,
9,Deaths involving COVID-19,2022-06,Total,"First dose, at least 21 days ago",13,119141,67.2,u,31.2,121.9
9,Deaths involving COVID-19,2022-06,Total,"Second dose, less than 21 days ago",0,6689,,,,
9,Deaths involving COVID-19,2022-06,Total,"Second dose, between 21 days and 6 months ago",0,163016,,,,
9,Deaths involving COVID-19,2022-06,Total,"Second dose, at least 6 months ago",67,425139,65.2,,49.3,84.3
9,Deaths involving COVID-19,2022-06,Total,"Third dose or booster, less than 21 days ago",1,10095,,,,
9,Deaths involving COVID-19,2022-06,Total,"Third dose or booster, at least 21 days ago",577,2150815,55.1,,50.1,60.1
9,Deaths involving COVID-19,2022-06,Total,"Fourth dose or booster, less than 21 days ago",24,34589,9.6,,6.1,14.3
9,Deaths involving COVID-19,2022-06,Total,"Fourth dose or booster, at least 21 days ago",289,311759,33.6,,21.5,45.7
9,Deaths involving COVID-19,2022-06,Total,Ever vaccinated,971,3222767,25.9,,24.3,27.5
9,Deaths involving COVID-19,2022-07,Total,Unvaccinated,177,576360,167.6,,142.1,193
9,Deaths involving COVID-19,2022-07,Total,"First dose, less than 21 days ago",2,1225,,,,
9,Deaths involving COVID-19,2022-07,Total,"First dose, at least 21 days ago",23,115204,164,,100.2,251.3
9,Deaths involving COVID-19,2022-07,Total,"Second dose, less than 21 days ago",1,7197,,,,
9,Deaths involving COVID-19,2022-07,Total,"Second dose, between 21 days and 6 months ago",4,128401,,,,
9,Deaths involving COVID-19,2022-07,Total,"Second dose, at least 6 months ago",159,475400,150.4,,125.2,175.7
9,Deaths involving COVID-19,2022-07,Total,"Third dose or booster, less than 21 days ago",2,9406,,,,
9,Deaths involving COVID-19,2022-07,Total,"Third dose or booster, at least 21 days ago",1237,2204496,140.5,,131.6,149.5
9,Deaths involving COVID-19,2022-07,Total,"Fourth dose or booster, less than 21 days ago",44,19065,52,,33.3,75.5
9,Deaths involving COVID-19,2022-07,Total,"Fourth dose or booster, at least 21 days ago",1113,368781,112.1,,73,151.2
9,Deaths involving COVID-19,2022-07,Total,Ever vaccinated,2585,3329175,66.3,,63.8,68.9
9,Deaths involving COVID-19,2022-08,Total,Unvaccinated,104,579459,97.1,,77.9,116.4
9,Deaths involving COVID-19,2022-08,Total,"First dose, less than 21 days ago",0,925,,,,
9,Deaths involving COVID-19,2022-08,Total,"First dose, at least 21 days ago",15,110337,95.5,u,49.9,162.7
9,Deaths involving COVID-19,2022-08,Total,"Second dose, less than 21 days ago",0,4026,,,,
9,Deaths involving COVID-19,2022-08,Total,"Second dose, between 21 days and 6 months ago",2,88137,,,,
9,Deaths involving COVID-19,2022-08,Total,"Second dose, at least 6 months ago",105,514981,105.6,,84.1,127
9,Deaths involving COVID-19,2022-08,Total,"Third dose or booster, less than 21 days ago",0,6606,,,,
9,Deaths involving COVID-19,2022-08,Total,"Third dose or booster, at least 21 days ago",707,2205612,81.9,,74.9,88.9
9,Deaths involving COVID-19,2022-08,Total,"Fourth dose or booster, less than 21 days ago",5,5739,,,,
9,Deaths involving COVID-19,2022-08,Total,"Fourth dose or booster, at least 21 days ago",869,391385,63.4,,49,77.7
9,Deaths involving COVID-19,2022-08,Total,Ever vaccinated,1703,3327749,43.8,,41.7,45.9
9,Deaths involving COVID-19,2022-09,Total,Unvaccinated,51,564391,45.7,,33.4,60.9
9,Deaths involving COVID-19,2022-09,Total,"First dose, less than 21 days ago",0,513,,,,
9,Deaths involving COVID-19,2022-09,Total,"First dose, at least 21 days ago",13,105398,102.9,u,53.5,177.9
9,Deaths involving COVID-19,2022-09,Total,"Second dose, less than 21 days ago",0,1609,,,,
9,Deaths involving COVID-19,2022-09,Total,"Second dose, between 21 days and 6 months ago",0,61896,,,,
9,Deaths involving COVID-19,2022-09,Total,"Second dose, at least 6 months ago",45,521986,47,,33.5,63.9
9,Deaths involving COVID-19,2022-09,Total,"Third dose or booster, less than 21 days ago",0,2473,,,,
9,Deaths involving COVID-19,2022-09,Total,"Third dose or booster, at least 21 days ago",394,2089420,49.9,,44.2,55.7
9,Deaths involving COVID-19,2022-09,Total,"Fourth dose or booster, less than 21 days ago",4,50993,,,,
9,Deaths involving COVID-19,2022-09,Total,"Fourth dose or booster, at least 21 days ago",546,384162,36.7,,27.9,45.5
9,Deaths involving COVID-19,2022-09,Total,Ever vaccinated,1002,3218450,26.4,,24.8,28.1
9,Deaths involving COVID-19,2022-10,Total,Unvaccinated,132,587227,123.8,,102,145.7
9,Deaths involving COVID-19,2022-10,Total,"First dose, less than 21 days ago",0,447,,,,
9,Deaths involving COVID-19,2022-10,Total,"First dose, at least 21 days ago",25,107765,182,,114.2,273.6
9,Deaths involving COVID-19,2022-10,Total,"Second dose, less than 21 days ago",0,1344,,,,
9,Deaths involving COVID-19,2022-10,Total,"Second dose, between 21 days and 6 months ago",1,45216,,,,
9,Deaths involving COVID-19,2022-10,Total,"Second dose, at least 6 months ago",114,559485,113.4,,91.2,135.5
9,Deaths involving COVID-19,2022-10,Total,"Third dose or booster, less than 21 days ago",0,389,,,,
9,Deaths involving COVID-19,2022-10,Total,"Third dose or booster, at least 21 days ago",725,1745502,131.5,,120.6,142.4
9,Deaths involving COVID-19,2022-10,Total,"Fourth dose or booster, less than 21 days ago",47,325637,24.6,,16.7,34.4
9,Deaths involving COVID-19,2022-10,Total,"Fourth dose or booster, at least 21 days ago",1441,537431,63.7,,56.9,70.5
9,Deaths involving COVID-19,2022-10,Total,Ever vaccinated,2353,3323217,60.1,,57.6,62.5
9,Deaths involving COVID-19,2022-11,Total,Unvaccinated,71,572249,64.6,,49.8,82.4
9,Deaths involving COVID-19,2022-11,Total,"First dose, less than 21 days ago",0,370,,,,
9,Deaths involving COVID-19,2022-11,Total,"First dose, at least 21 days ago",15,103454,106.8,u,56.7,180.7
9,Deaths involving COVID-19,2022-11,Total,"Second dose, less than 21 days ago",0,993,,,,
9,Deaths involving COVID-19,2022-11,Total,"Second dose, between 21 days and 6 months ago",0,31383,,,,
9,Deaths involving COVID-19,2022-11,Total,"Second dose, at least 6 months ago",66,555277,65.6,,49.5,84.9
9,Deaths involving COVID-19,2022-11,Total,"Third dose or booster, less than 21 days ago",0,125,,,,
9,Deaths involving COVID-19,2022-11,Total,"Third dose or booster, at least 21 days ago",358,1300249,100,,88.7,111.4
9,Deaths involving COVID-19,2022-11,Total,"Fourth dose or booster, less than 21 days ago",21,238310,21.9,,11.9,35.8
9,Deaths involving COVID-19,2022-11,Total,"Fourth dose or booster, at least 21 days ago",865,983274,28.5,,25.8,31.2
9,Deaths involving COVID-19,2022-11,Total,Ever vaccinated,1325,3213434,34.7,,32.9,36.6
9,Deaths involving COVID-19,2022-12,Total,Unvaccinated,125,595337,114.2,,93.3,135.1
9,Deaths involving COVID-19,2022-12,Total,"First dose, less than 21 days ago",0,216,,,,
9,Deaths involving COVID-19,2022-12,Total,"First dose, at least 21 days ago",13,106474,98,u,49.7,171.2
9,Deaths involving COVID-19,2022-12,Total,"Second dose, less than 21 days ago",0,609,,,,
9,Deaths involving COVID-19,2022-12,Total,"Second dose, between 21 days and 6 months ago",3,23405,,,,
9,Deaths involving COVID-19,2022-12,Total,"Second dose, at least 6 months ago",109,583915,102.2,,81.2,123.2
9,Deaths involving COVID-19,2022-12,Total,"Third dose or booster, less than 21 days ago",0,53,,,,
9,Deaths involving COVID-19,2022-12,Total,"Third dose or booster, at least 21 days ago",329,1223951,106.4,,93.9,118.8
9,Deaths involving COVID-19,2022-12,Total,"Fourth dose or booster, less than 21 days ago",13,60636,32.6,u,13.2,62.1
9,Deaths involving COVID-19,2022-12,Total,"Fourth dose or booster, at least 21 days ago",1599,1317976,48.6,,45.5,51.8
9,Deaths involving COVID-19,2022-12,Total,Ever vaccinated,2066,3317234,52.7,,50.4,55
9,Deaths involving COVID-19,2023-01,Total,Unvaccinated,127,599498,121.9,,100.1,143.7
9,Deaths involving COVID-19,2023-01,Total,"First dose, less than 21 days ago",0,198,,,,
9,Deaths involving COVID-19,2023-01,Total,"First dose, at least 21 days ago",19,106121,137.2,u,79.9,218.2
9,Deaths involving COVID-19,2023-01,Total,"Second dose, less than 21 days ago",0,440,,,,
9,Deaths involving COVID-19,2023-01,Total,"Second dose, between 21 days and 6 months ago",2,13758,,,,
9,Deaths involving COVID-19,2023-01,Total,"Second dose, at least 6 months ago",96,594117,96.7,,77.1,119.5
9,Deaths involving COVID-19,2023-01,Total,"Third dose or booster, less than 21 days ago",0,28,,,,
9,Deaths involving COVID-19,2023-01,Total,"Third dose or booster, at least 21 days ago",323,1198699,102.8,,90.5,115.1
9,Deaths involving COVID-19,2023-01,Total,"Fourth dose or booster, less than 21 days ago",2,13228,,,,
9,Deaths involving COVID-19,2023-01,Total,"Fourth dose or booster, at least 21 days ago",1745,1386461,51.4,,48.7,54.1
9,Deaths involving COVID-19,2023-01,Total,Ever vaccinated,2187,3313048,55.8,,53.5,58.2
9,Deaths involving COVID-19,2023-02,Total,Unvaccinated,77,545170,82.9,,65,104.1
9,Deaths involving COVID-19,2023-02,Total,"First dose, less than 21 days ago",0,183,,,,
9,Deaths involving COVID-19,2023-02,Total,"First dose, at least 21 days ago",10,95517,86.4,u,40.4,160.5
9,Deaths involving COVID-19,2023-02,Total,"Second dose, less than 21 days ago",0,427,,,,
9,Deaths involving COVID-19,2023-02,Total,"Second dose, between 21 days and 6 months ago",0,7247,,,,
9,Deaths involving COVID-19,2023-02,Total,"Second dose, at least 6 months ago",59,542182,65.8,,49.1,86.1
9,Deaths involving COVID-19,2023-02,Total,"Third dose or booster, less than 21 days ago",0,38,,,,
9,Deaths involving COVID-19,2023-02,Total,"Third dose or booster, at least 21 days ago",203,1072016,74.2,,63,85.3
9,Deaths involving COVID-19,2023-02,Total,"Fourth dose or booster, less than 21 days ago",0,6464,,,,
9,Deaths involving COVID-19,2023-02,Total,"Fourth dose or booster, at least 21 days ago",1258,1265514,40.3,,37.9,42.6
9,Deaths involving COVID-19,2023-02,Total,Ever vaccinated,1530,2989587,43.1,,40.9,45.3
9,Deaths involving COVID-19,2023-03,Total,Unvaccinated,102,607307,96.2,,76.9,115.4
9,Deaths involving COVID-19,2023-03,Total,"First dose, less than 21 days ago",0,143,,,,
9,Deaths involving COVID-19,2023-03,Total,"First dose, at least 21 days ago",15,105554,96.2,u,49.8,164.6
9,Deaths involving COVID-19,2023-03,Total,"Second dose, less than 21 days ago",0,309,,,,
9,Deaths involving COVID-19,2023-03,Total,"Second dose, between 21 days and 6 months ago",0,6008,,,,
9,Deaths involving COVID-19,2023-03,Total,"Second dose, at least 6 months ago",86,602758,85.1,,67,106.3
9,Deaths involving COVID-19,2023-03,Total,"Third dose or booster, less than 21 days ago",0,8,,,,
9,Deaths involving COVID-19,2023-03,Total,"Third dose or booster, at least 21 days ago",246,1185013,91.7,,71.4,111.9
9,Deaths involving COVID-19,2023-03,Total,"Fourth dose or booster, less than 21 days ago",0,261,,,,
9,Deaths involving COVID-19,2023-03,Total,"Fourth dose or booster, at least 21 days ago",1862,1406812,55.8,,51.7,59.9
9,Deaths involving COVID-19,2023-03,Total,Ever vaccinated,2209,3306865,56.2,,53.8,58.6
9,Deaths involving COVID-19,2023-04,Total,Unvaccinated,85,591804,82.8,,65.6,103
9,Deaths involving COVID-19,2023-04,Total,"First dose, less than 21 days ago",0,43,,,,
9,Deaths involving COVID-19,2023-04,Total,"First dose, at least 21 days ago",11,102138,66.9,u,29.6,125.5
9,Deaths involving COVID-19,2023-04,Total,"Second dose, less than 21 days ago",0,94,,,,
9,Deaths involving COVID-19,2023-04,Total,"Second dose, between 21 days and 6 months ago",1,4320,,,,
9,Deaths involving COVID-19,2023-04,Total,"Second dose, at least 6 months ago",60,585055,59.5,,44.3,77.9
9,Deaths involving COVID-19,2023-04,Total,"Third dose or booster, less than 21 days ago",0,3,,,,
9,Deaths involving COVID-19,2023-04,Total,"Third dose or booster, at least 21 days ago",168,1146399,57.7,,48.2,67.3
9,Deaths involving COVID-19,2023-04,Total,"Fourth dose or booster, less than 21 days ago",0,0,,,,
9,Deaths involving COVID-19,2023-04,Total,"Fourth dose or booster, at least 21 days ago",1263,1359114,38.4,,35.7,41
9,Deaths involving COVID-19,2023-04,Total,Ever vaccinated,1503,3197167,39.3,,37.3,41.3
9,Deaths involving COVID-19,2023-05,Total,Unvaccinated,45,615599,46.1,,33.5,61.9
9,Deaths involving COVID-19,2023-05,Total,"First dose, less than 21 days ago",0,1,,,,
9,Deaths involving COVID-19,2023-05,Total,"First dose, at least 21 days ago",7,105559,,,,
9,Deaths involving COVID-19,2023-05,Total,"Second dose, less than 21 days ago",0,4,,,,
9,Deaths involving COVID-19,2023-05,Total,"Second dose, between 21 days and 6 months ago",0,2975,,,,
9,Deaths involving COVID-19,2023-05,Total,"Second dose, at least 6 months ago",30,606014,29.8,,19.6,43.3
9,Deaths involving COVID-19,2023-05,Total,"Third dose or booster, less than 21 days ago",0,1,,,,
9,Deaths involving COVID-19,2023-05,Total,"Third dose or booster, at least 21 days ago",92,1184243,30.7,,24.3,38.2
9,Deaths involving COVID-19,2023-05,Total,"Fourth dose or booster, less than 21 days ago",0,0,,,,
9,Deaths involving COVID-19,2023-05,Total,"Fourth dose or booster, at least 21 days ago",772,1401959,21.6,,20.1,23.1
9,Deaths involving COVID-19,2023-05,Total,Ever vaccinated,901,3300755,22.7,,21.2,24.1
9,Non-COVID-19 deaths,2021-04,Total,Unvaccinated,3346,1629172,1956.3,,1880.5,2032
9,Non-COVID-19 deaths,2021-04,Total,"First dose, less than 21 days ago",414,226280,1737.6,,1500,1975.2
9,Non-COVID-19 deaths,2021-04,Total,"First dose, at least 21 days ago",15930,1274516,1553.4,,1526,1580.8
9,Non-COVID-19 deaths,2021-04,Total,"Second dose, less than 21 days ago",5436,404373,469.7,,453.4,486.1
9,Non-COVID-19 deaths,2021-04,Total,"Second dose, between 21 days and 6 months ago",5886,219349,706.6,,672,741.1
9,Non-COVID-19 deaths,2021-04,Total,"Second dose, at least 6 months ago",0,0,,,,
9,Non-COVID-19 deaths,2021-04,Total,"Third dose or booster, less than 21 days ago",1,2,,,,
9,Non-COVID-19 deaths,2021-04,Total,"Third dose or booster, at least 21 days ago",1,2,,,,
9,Non-COVID-19 deaths,2021-04,Total,"Fourth dose or booster, less than 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-04,Total,"Fourth dose or booster, at least 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-04,Total,Ever vaccinated,27668,2124523,798.6,,788.6,808.7
9,Non-COVID-19 deaths,2021-05,Total,Unvaccinated,2801,1441734,1672.1,,1601.6,1742.7
9,Non-COVID-19 deaths,2021-05,Total,"First dose, less than 21 days ago",152,186679,1580.2,,1225.6,1934.8
9,Non-COVID-19 deaths,2021-05,Total,"First dose, at least 21 days ago",8061,846621,4941.2,,4809.8,5072.7
9,Non-COVID-19 deaths,2021-05,Total,"Second dose, less than 21 days ago",3367,527045,771,,739.5,802.5
9,Non-COVID-19 deaths,2021-05,Total,"Second dose, between 21 days and 6 months ago",19610,879326,767.3,,752.2,782.3
9,Non-COVID-19 deaths,2021-05,Total,"Second dose, at least 6 months ago",0,0,,,,
9,Non-COVID-19 deaths,2021-05,Total,"Third dose or booster, less than 21 days ago",1,3,,,,
9,Non-COVID-19 deaths,2021-05,Total,"Third dose or booster, at least 21 days ago",1,5,,,,
9,Non-COVID-19 deaths,2021-05,Total,"Fourth dose or booster, less than 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-05,Total,"Fourth dose or booster, at least 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-05,Total,Ever vaccinated,31192,2439679,850.8,,840.9,860.7
9,Non-COVID-19 deaths,2021-06,Total,Unvaccinated,2307,1082160,1485.6,,1417,1554.2
9,Non-COVID-19 deaths,2021-06,Total,"First dose, less than 21 days ago",94,220318,1807.4,,886.2,2881.5
9,Non-COVID-19 deaths,2021-06,Total,"First dose, at least 21 days ago",3683,462819,6295,,6056.5,6533.6
9,Non-COVID-19 deaths,2021-06,Total,"Second dose, less than 21 days ago",977,407615,1453.4,,1325.5,1581.2
9,Non-COVID-19 deaths,2021-06,Total,"Second dose, between 21 days and 6 months ago",25714,1585793,789.7,,778.8,800.5
9,Non-COVID-19 deaths,2021-06,Total,"Second dose, at least 6 months ago",0,26,,,,
9,Non-COVID-19 deaths,2021-06,Total,"Third dose or booster, less than 21 days ago",0,47,,,,
9,Non-COVID-19 deaths,2021-06,Total,"Third dose or booster, at least 21 days ago",0,12,,,,
9,Non-COVID-19 deaths,2021-06,Total,"Fourth dose or booster, less than 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-06,Total,"Fourth dose or booster, at least 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-06,Total,Ever vaccinated,30468,2676630,943.7,,746.7,1140.7
9,Non-COVID-19 deaths,2021-07,Total,Unvaccinated,2194,899033,1447.5,,1379.9,1515.1
9,Non-COVID-19 deaths,2021-07,Total,"First dose, less than 21 days ago",66,128197,1071.3,,650.5,1576.9
9,Non-COVID-19 deaths,2021-07,Total,"First dose, at least 21 days ago",2274,464725,5875.7,,5601.3,6150.1
9,Non-COVID-19 deaths,2021-07,Total,"Second dose, less than 21 days ago",322,214571,1849.2,,1585.5,2113
9,Non-COVID-19 deaths,2021-07,Total,"Second dose, between 21 days and 6 months ago",30275,2151653,1324.1,,720.8,1927.5
9,Non-COVID-19 deaths,2021-07,Total,"Second dose, at least 6 months ago",1157,28217,561.1,,435.4,686.8
9,Non-COVID-19 deaths,2021-07,Total,"Third dose or booster, less than 21 days ago",0,44,,,,
9,Non-COVID-19 deaths,2021-07,Total,"Third dose or booster, at least 21 days ago",4,93,,,,
9,Non-COVID-19 deaths,2021-07,Total,"Fourth dose or booster, less than 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-07,Total,"Fourth dose or booster, at least 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-07,Total,Ever vaccinated,34098,2987500,1039.3,,855.9,1222.6
9,Non-COVID-19 deaths,2021-08,Total,Unvaccinated,1925,834809,1335.3,,1269.3,1401.3
9,Non-COVID-19 deaths,2021-08,Total,"First dose, less than 21 days ago",34,43595,1433.4,,830.3,2212.9
9,Non-COVID-19 deaths,2021-08,Total,"First dose, at least 21 days ago",1444,315685,4503.9,,4241.8,4766.1
9,Non-COVID-19 deaths,2021-08,Total,"Second dose, less than 21 days ago",128,203191,1353.1,,1015.1,1691.1
9,Non-COVID-19 deaths,2021-08,Total,"Second dose, between 21 days and 6 months ago",29999,2449390,877.9,,867.6,888.2
9,Non-COVID-19 deaths,2021-08,Total,"Second dose, at least 6 months ago",1622,42175,612.1,,523.4,700.8
9,Non-COVID-19 deaths,2021-08,Total,"Third dose or booster, less than 21 days ago",0,30,,,,
9,Non-COVID-19 deaths,2021-08,Total,"Third dose or booster, at least 21 days ago",1,146,,,,
9,Non-COVID-19 deaths,2021-08,Total,"Fourth dose or booster, less than 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-08,Total,"Fourth dose or booster, at least 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-08,Total,Ever vaccinated,33228,3054212,879.6,,870.1,889.1
9,Non-COVID-19 deaths,2021-09,Total,Unvaccinated,1832,753660,1324.7,,1257.7,1391.7
9,Non-COVID-19 deaths,2021-09,Total,"First dose, less than 21 days ago",17,36849,581.8,u,131.5,1230.2
9,Non-COVID-19 deaths,2021-09,Total,"First dose, at least 21 days ago",1173,174537,4377.8,,4098.8,4656.9
9,Non-COVID-19 deaths,2021-09,Total,"Second dose, less than 21 days ago",53,117149,903.6,,556.9,1329
9,Non-COVID-19 deaths,2021-09,Total,"Second dose, between 21 days and 6 months ago",27634,2549088,927.6,,916.5,938.8
9,Non-COVID-19 deaths,2021-09,Total,"Second dose, at least 6 months ago",4848,122879,981.8,,923.5,1040.1
9,Non-COVID-19 deaths,2021-09,Total,"Third dose or booster, less than 21 days ago",87,11477,218.9,,160,288
9,Non-COVID-19 deaths,2021-09,Total,"Third dose or booster, at least 21 days ago",0,189,,,,
9,Non-COVID-19 deaths,2021-09,Total,"Fourth dose or booster, less than 21 days ago",0,3,,,,
9,Non-COVID-19 deaths,2021-09,Total,"Fourth dose or booster, at least 21 days ago",0,0,,,,
9,Non-COVID-19 deaths,2021-09,Total,Ever vaccinated,33812,3012170,921.9,,912.1,931.8
9,Non-COVID-19 deaths,2021-10,Total,Unvaccinated,1878,726184,1342.6,,1275.8,1409.4
9,Non-COVID-19 deaths,2021-10,Total,"First dose, less than 21 days ago",20,43158,1904.7,,1088.5,3046.4
9,Non-COVID-19 deaths,2021-10,Total,"First dose, at least 21 days ago",1101,164532,4468.9,,4176.1,4761.7
9,Non-COVID-19 deaths,2021-10,Total,"Second dose, less than 21 days ago",55,38643,1895.8,,1346.9,2567.1
9,Non-COVID-19 deaths,2021-10,Total,"Second dose, between 21 days and 6 months ago",13861,2240074,1190.2,,1067.9,1312.5
9,Non-COVID-19 deaths,2021-10,Total,"Second dose, at least 6 months ago",17437,363131,1622.5,,1590.7,1654.3
9,Non-COVID-19 deaths,2021-10,Total,"Third dose or booster, less than 21 days ago",3675,258098,389.9,,370.2,409.5
9,Non-COVID-19 deaths,2021-10,Total,"Third dose or booster, at least 21 days ago",1128,59349,464.8,,424,505.7
9,Non-COVID-19 deaths,2021-10,Total,"Fourth dose or booster, less than 21 days ago",4,45,,,,
9,Non-COVID-19 deaths,2021-10,Total,"Fourth dose or booster, at least 21 days ago",0,12,,,,
9,Non-COVID-19 deaths,2021-10,Total,Ever vaccinated,37281,3167043,980.7,,970.6,990.7
9,Non-COVID-19 deaths,2021-11,Total,Unvaccinated,1869,639445,1407.7,,1337.8,1477.7
9,Non-COVID-19 deaths,2021-11,Total,"First dose, less than 21 days ago",32,45091,3386.9,,2183.1,4955.2
9,Non-COVID-19 deaths,2021-11,Total,"First dose, at least 21 days ago",798,187508,3567.5,,3291.4,3843.6
9,Non-COVID-19 deaths,2021-11,Total,"Second dose, less than 21 days ago",51,23895,2177.8,,1539.8,2964.2
9,Non-COVID-19 deaths,2021-11,Total,"Second dose, between 21 days and 6 months ago",3608,1480611,1771.6,,1673,1870.2
9,Non-COVID-19 deaths,2021-11,Total,"Second dose, at least 6 months ago",17237,489435,2583.6,,2543.6,2623.6
9,Non-COVID-19 deaths,2021-11,Total,"Third dose or booster, less than 21 days ago",4566,434610,572.8,,552.7,592.9
9,Non-COVID-19 deaths,2021-11,Total,"Third dose or booster, at least 21 days ago",11021,468313,686.1,,668.1,704.1
9,Non-COVID-19 deaths,2021-11,Total,"Fourth dose or booster, less than 21 days ago",4,72,,,,
9,Non-COVID-19 deaths,2021-11,Total,"Fourth dose or booster, at least 21 days ago",3,81,,,,
9,Non-COVID-19 deaths,2021-11,Total,Ever vaccinated,37320,3129616,1012.5,,1002.2,1022.8
