cause,year,sex,dead,pop
"Other accidental suffocation and strangulation (W76-W77,W81-W84)",2021,Male,34,1821502
"Other accidental suffocation and strangulation (W76-W77,W81-W84)",2022,Female,31,1800246
"Other accidental suffocation and strangulation (W76-W77,W81-W84)",2022,Male,36,1882867
"Other accidental suffocation and strangulation (W76-W77,W81-W84)",2023,Female,31,1784146
"Other accidental suffocation and strangulation (W76-W77,W81-W84)",2023,Male,33,1864508
"Other accidental suffocation and strangulation (W76-W77,W81-W84)",2024,Female,25,1784146
"Other accidental suffocation and strangulation (W76-W77,W81-W84)",2024,Male,33,1864508
"Other accidental suffocation and strangulation (W76-W77,W81-W84)",2025,Male,10,1864508
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2018,Female,10,1879703
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2018,Male,16,1968505
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2019,Female,10,1847935
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2019,Male,26,1935117
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2020,Female,18,1826869
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2020,Male,26,1908141
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2021,Female,14,1742991
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2021,Male,21,1821502
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2022,Female,16,1800246
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2022,Male,23,1882867
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2023,Female,16,1784146
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2023,Male,22,1864508
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2024,Female,20,1784146
Accidental inhalation and ingestion of food or other objects causing obstruction of respiratory tract (W78-W80),2024,Male,16,1864508
"Accidents caused by exposure to smoke, fire and flames (X00-X09)",2022,Female,11,1800246
Accidental poisoning and exposure to noxious substances (X40-X49),2020,Male,13,1908141
Accidental poisoning and exposure to noxious substances (X40-X49),2021,Female,12,1742991
Accidental poisoning and exposure to noxious substances (X40-X49),2021,Male,15,1821502
Accidental poisoning and exposure to noxious substances (X40-X49),2022,Female,10,1800246
Accidental poisoning and exposure to noxious substances (X40-X49),2022,Male,18,1882867
Accidental poisoning and exposure to noxious substances (X40-X49),2023,Female,14,1784146
Accidental poisoning and exposure to noxious substances (X40-X49),2023,Male,13,1864508
Accidental poisoning and exposure to noxious substances (X40-X49),2024,Female,13,1784146
Accidental poisoning and exposure to noxious substances (X40-X49),2024,Male,15,1864508
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2018,Female,18,1879703
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2018,Male,23,1968505
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2019,Female,17,1847935
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2019,Male,14,1935117
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2020,Female,10,1826869
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2020,Male,16,1908141
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2021,Female,14,1742991
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2021,Male,21,1821502
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2022,Female,17,1800246
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2022,Male,23,1882867
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2023,Female,15,1784146
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2023,Male,15,1864508
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2024,Female,28,1784146
"Other and unspecified accidents (W20-W31,W35-W64,W85-W99,X10-X39,X50-X59)",2024,Male,26,1864508
"Assault (homicide) by hanging, strangulation and suffocation (X91)",2018,Female,15,1879703
"Assault (homicide) by hanging, strangulation and suffocation (X91)",2018,Male,15,1968505
"Assault (homicide) by hanging, strangulation and suffocation (X91)",2019,Female,10,1847935
"Assault (homicide) by hanging, strangulation and suffocation (X91)",2019,Male,13,1935117
"Assault (homicide) by hanging, strangulation and suffocation (X91)",2020,Female,10,1826869
"Assault (homicide) by hanging, strangulation and suffocation (X91)",2020,Male,15,1908141
"Assault (homicide) by hanging, strangulation and suffocation (X91)",2023,Male,12,1864508
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2018,Female,23,1879703
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2018,Male,45,1968505
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2019,Female,26,1847935
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2019,Male,33,1935117
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2020,Female,22,1826869
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2020,Male,45,1908141
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2021,Female,19,1742991
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2021,Male,34,1821502
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2022,Female,18,1800246
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2022,Male,37,1882867
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2023,Female,27,1784146
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2023,Male,27,1864508
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2024,Female,23,1784146
"Neglect, abandonment and other maltreatment syndromes (Y06-Y07)",2024,Male,33,1864508
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2018,Female,75,1879703
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2018,Male,90,1968505
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2019,Female,67,1847935
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2019,Male,104,1935117
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2020,Female,54,1826869
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2020,Male,90,1908141
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2021,Female,77,1742991
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2021,Male,112,1821502
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2022,Female,72,1800246
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2022,Male,98,1882867
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2023,Female,60,1784146
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2023,Male,101,1864508
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2024,Female,57,1784146
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2024,Male,95,1864508
"Assault (homicide) by other and unspecified means (*U01.0-*U01.3,*U01.5-*U01.9,X85-X90,X92,X96-X99,Y00-Y05,Y08-Y09)",2025,Female,10,1784146
Other external causes (Y10-Y36),2018,Female,39,1879703
Other external causes (Y10-Y36),2018,Male,72,1968505
Other external causes (Y10-Y36),2019,Female,51,1847935
Other external causes (Y10-Y36),2019,Male,65,1935117
Other external causes (Y10-Y36),2020,Female,49,1826869
Other external causes (Y10-Y36),2020,Male,58,1908141
Other external causes (Y10-Y36),2021,Female,35,1742991
Other external causes (Y10-Y36),2021,Male,63,1821502
Other external causes (Y10-Y36),2022,Female,58,1800246
Other external causes (Y10-Y36),2022,Male,65,1882867
Other external causes (Y10-Y36),2023,Female,40,1784146
Other external causes (Y10-Y36),2023,Male,43,1864508
Other external causes (Y10-Y36),2024,Female,42,1784146
Other external causes (Y10-Y36),2024,Male,77,1864508
All unspecified codes,2025,Female,262,1784146
All unspecified codes,2025,Male,357,1864508
